feature,frequency,rank,docfreq,group
lump,50,5290,22,all
instrumentalities,50,5290,13,all
102-558,50,5290,40,all
island,50,5290,27,all
downstate,50,5290,9,all
plumbing,50,5290,6,all
asset,50,5290,12,all
100-23,50,5290,18,all
resident-day,50,5290,10,all
socio-development,50,5290,10,all
voter,50,5290,9,all
pardon,50,5290,11,all
hh,50,5290,30,all
nn,50,5290,25,all
uals,50,5290,36,all
thirty-eight,50,5290,18,all
pharma,50,5290,12,all
van,50,5290,14,all
phenol,50,5290,5,all
commonwealth's,50,5290,17,all
bexar,50,5290,7,all
ancillary,49,5351,26,all
diminish,49,5351,42,all
retains,49,5351,40,all
regulates,49,5351,31,all
distributes,49,5351,23,all
broken,49,5351,22,all
contributes,49,5351,43,all
challenging,49,5351,32,all
play,49,5351,40,all
trainees,49,5351,25,all
referenced,49,5351,35,all
passes,49,5351,22,all
applicant’s,49,5351,17,all
campuses,49,5351,34,all
defenses,49,5351,36,all
out-of-home,49,5351,33,all
ordinarily,49,5351,31,all
warrants,49,5351,37,all
paramedics,49,5351,26,all
self-harm,49,5351,29,all
consortia,49,5351,16,all
larger,49,5351,41,all
on-the-job,49,5351,25,all
stays,49,5351,24,all
war,49,5351,25,all
ultimate,49,5351,29,all
productive,49,5351,40,all
auxiliary,49,5351,16,all
reciprocity,49,5351,19,all
precludes,49,5351,29,all
suspicion,49,5351,39,all
clergy,49,5351,29,all
reactions,49,5351,20,all
for-profit,49,5351,29,all
optician,49,5351,9,all
weights,49,5351,16,all
merit,49,5351,30,all
alleges,49,5351,29,all
gdac,49,5351,2,all
interscholastic,49,5351,8,all
101-652,49,5351,20,all
revolver,49,5351,11,all
glasses,49,5351,3,all
referendum,49,5351,16,all
wind,49,5351,6,all
index-u,49,5351,6,all
multi-sponsored,49,5351,49,all
demon,49,5351,33,all
viduals,49,5351,31,all
tro,49,5351,5,all
compli,49,5351,23,all
determi,49,5351,21,all
accountants,49,5351,9,all
nitrous,49,5351,5,all
oxide,49,5351,5,all
cs,49,5351,9,all
carfentanil,49,5351,7,all
nonmedical,48,5408,22,all
extraordinary,48,5408,37,all
coauthors,48,5408,35,all
put,48,5408,43,all
aimed,48,5408,44,all
solution,48,5408,13,all
undertaking,48,5408,30,all
initiates,48,5408,38,all
handled,48,5408,38,all
defaulted,48,5408,35,all
memoranda,48,5408,25,all
emerging,48,5408,29,all
book,48,5408,32,all
thus,48,5408,40,all
reconciliation,48,5408,29,all
verbally,48,5408,32,all
abstinence,48,5408,31,all
deficit,48,5408,23,all
struggling,48,5408,40,all
prudent,48,5408,26,all
shipping,48,5408,25,all
typically,48,5408,37,all
advisable,48,5408,34,all
testifies,48,5408,29,all
assumptions,48,5408,24,all
repayments,48,5408,19,all
vacation,48,5408,18,all
waiving,48,5408,34,all
nutritionist,48,5408,15,all
tactics,48,5408,22,all
jeopardize,48,5408,36,all
couples,48,5408,26,all
petitioners,48,5408,20,all
separated,48,5408,29,all
estates,48,5408,14,all
batch,48,5408,9,all
emt,48,5408,13,all
wildlife,48,5408,15,all
chairs,48,5408,32,all
stipulated,48,5408,22,all
overnight,48,5408,26,all
poli,48,5408,32,all
obstetrical,48,5408,30,all
tech,48,5408,16,all
journal,48,5408,26,all
declarant's,48,5408,2,all
10-9,48,5408,15,all
5-5e,48,5408,39,all
consolidation,48,5408,21,all
nominal,48,5408,18,all
reintegration,48,5408,14,all
ordnance,48,5408,9,all
prosecutors,48,5408,24,all
cer,48,5408,30,all
behav,48,5408,34,all
evalu,48,5408,31,all
intendent,48,5408,17,all
ninety-eight,48,5408,10,all
coca,48,5408,14,all
fail-first,48,5408,8,all
defensive,48,5408,6,all
vesting,48,5408,4,all
fireworks,48,5408,3,all
eliminates,47,5471,34,all
asam,47,5471,10,all
congregate,47,5471,24,all
neonatal,47,5471,25,all
safeguard,47,5471,36,all
grow,47,5471,27,all
fostering,47,5471,40,all
override,47,5471,31,all
ex-officio,47,5471,21,all
retroactively,47,5471,38,all
gang,47,5471,23,all
honor,47,5471,33,all
recurring,47,5471,13,all
eggman,47,5471,28,all
advantage,47,5471,39,all
dispatchers,47,5471,21,all
timeliness,47,5471,23,all
hispanic,47,5471,34,all
preventable,47,5471,35,all
lifestyle,47,5471,43,all
plain,47,5471,30,all
reciprocal,47,5471,31,all
contest,47,5471,31,all
turnover,47,5471,28,all
pathological,47,5471,28,all
perpetrator,47,5471,19,all
pub,47,5471,34,all
newborns,47,5471,19,all
inaccurate,47,5471,23,all
sugar,47,5471,11,all
attaining,47,5471,30,all
engineer,47,5471,19,all
allopathic,47,5471,13,all
sums,47,5471,24,all
viability,47,5471,33,all
stillbirth,47,5471,7,all
prayer,47,5471,35,all
eighty-one,47,5471,23,all
100-587,47,5471,23,all
proprietor,47,5471,18,all
cyber,47,5471,38,all
rank,47,5471,22,all
spray,47,5471,8,all
shipped,47,5471,14,all
laura,47,5471,47,all
fernandez,47,5471,47,all
disabili,47,5471,31,all
quali,47,5471,33,all
ty-five,47,5471,19,all
ninety-five,47,5471,15,all
consolidating,47,5471,47,all
macy,47,5471,17,all
hohenstein,47,5471,47,all
departmental,46,5524,37,all
county’s,46,5524,20,all
forty-seven,46,5524,20,all
defendant’s,46,5524,11,all
expensive,46,5524,38,all
social-emotional,46,5524,14,all
expend,46,5524,36,all
operative,46,5524,27,all
drinking,46,5524,19,all
underrepresented,46,5524,27,all
gave,46,5524,26,all
asked,46,5524,38,all
conservatee,46,5524,8,all
kids,46,5524,24,all
weekends,46,5524,26,all
depending,46,5524,42,all
notary,46,5524,6,all
exacerbated,46,5524,38,all
baseline,46,5524,31,all
centralized,46,5524,25,all
seniors,46,5524,25,all
disbursed,46,5524,32,all
concurring,46,5524,43,all
bereavement,46,5524,9,all
chiefs,46,5524,30,all
male,46,5524,28,all
contaminants,46,5524,20,all
picture,46,5524,27,all
revokes,46,5524,23,all
protects,46,5524,27,all
bearing,46,5524,38,all
falls,46,5524,23,all
locating,46,5524,28,all
iep,46,5524,10,all
obstruct,46,5524,22,all
delegating,46,5524,29,all
efficiently,46,5524,28,all
medica,46,5524,23,all
shocks,46,5524,7,all
theories,46,5524,17,all
coordinates,46,5524,27,all
propose,46,5524,33,all
nuclear,46,5524,16,all
applicator,46,5524,3,all
cottage,46,5524,4,all
advertise,46,5524,24,all
ring,46,5524,12,all
ct,46,5524,14,all
band,46,5524,26,all
null,46,5524,17,all
implied,46,5524,24,all
fte,46,5524,10,all
abuser,46,5524,15,all
drug-induced,46,5524,14,all
breach,46,5524,34,all
inflicts,46,5524,11,all
8-9-19,46,5524,30,all
vaccine,46,5524,20,all
mco's,46,5524,4,all
retailer's,46,5524,10,all
nasal,46,5524,8,all
costa,46,5524,46,all
howard,46,5524,46,all
allotment,46,5524,16,all
conditionally,46,5524,12,all
insti,46,5524,33,all
pal,46,5524,23,all
equiv,46,5524,18,all
eighty-seven,46,5524,10,all
nity,46,5524,30,all
insur,46,5524,21,all
imme,46,5524,30,all
ecgonine,46,5524,12,all
kinsey,46,5524,46,all
spreitzer,46,5524,46,all
fulfilling,45,5599,32,all
caseload,45,5599,13,all
fall,45,5599,35,all
cultivated,45,5599,8,all
mature,45,5599,22,all
asynchronous,45,5599,21,all
disseminated,45,5599,19,all
telepsychological,45,5599,12,all
expedite,45,5599,31,all
choices,45,5599,38,all
buyer,45,5599,26,all
repaid,45,5599,25,all
partially,45,5599,29,all
reduces,45,5599,37,all
supersede,45,5599,37,all
sellers,45,5599,20,all
attach,45,5599,30,all
cancers,45,5599,21,all
confer,45,5599,31,all
deserve,45,5599,24,all
dwellings,45,5599,15,all
reexamination,45,5599,7,all
restricting,45,5599,34,all
investigated,45,5599,32,all
farmers,45,5599,14,all
conscience,45,5599,6,all
adjusting,45,5599,24,all
neighborhood,45,5599,13,all
proved,45,5599,40,all
4-year,45,5599,22,all
quantities,45,5599,27,all
coalitions,45,5599,27,all
reaches,45,5599,24,all
ution,45,5599,14,all
forcible,45,5599,27,all
opened,45,5599,23,all
purchasers,45,5599,18,all
enforceable,45,5599,23,all
expeditious,45,5599,35,all
disposing,45,5599,19,all
coast,45,5599,24,all
instituted,45,5599,27,all
mandamus,45,5599,6,all
illinoisans,45,5599,24,all
toxicology,45,5599,27,all
corporal,45,5599,13,all
summaries,45,5599,21,all
freestanding,45,5599,29,all
trailers,45,5599,3,all
naltrexone,45,5599,14,all
windows,45,5599,14,all
earning,45,5599,16,all
seamless,45,5599,12,all
intoxicating,45,5599,19,all
patient-centered,45,5599,16,all
electors,45,5599,12,all
underage,45,5599,13,all
diagno,45,5599,17,all
volun,45,5599,27,all
3-hydroxycyclohexyl,45,5599,5,all
emerson,45,5599,45,all
coauthor,44,5660,36,all
indemnify,44,5660,32,all
suggested,44,5660,35,all
facilitation,44,5660,38,all
routinely,44,5660,28,all
navigators,44,5660,13,all
revolving,44,5660,15,all
siblings,44,5660,29,all
revert,44,5660,24,all
pps,44,5660,3,all
internet-based,44,5660,20,all
lea,44,5660,2,all
leas,44,5660,6,all
teenagers,44,5660,22,all
expresses,44,5660,12,all
invoice,44,5660,14,all
shift,44,5660,35,all
ask,44,5660,35,all
army,44,5660,22,all
self-care,44,5660,29,all
facilitator,44,5660,8,all
assists,44,5660,33,all
uniformed,44,5660,22,all
features,44,5660,33,all
scoring,44,5660,21,all
dies,44,5660,21,all
anticipation,44,5660,37,all
obsessive-compulsive,44,5660,35,all
carries,44,5660,15,all
contraceptive,44,5660,10,all
renal,44,5660,19,all
reckless,44,5660,21,all
lottery,44,5660,23,all
advertisements,44,5660,19,all
biomedical,44,5660,18,all
releases,44,5660,32,all
stores,44,5660,20,all
petty,44,5660,25,all
proportional,44,5660,23,all
5-2,44,5660,15,all
palliative,44,5660,21,all
prime,44,5660,11,all
rail,44,5660,14,all
roster,44,5660,19,all
appropriates,44,5660,36,all
domiciled,44,5660,12,all
5-5.4i,44,5660,8,all
microstamp-ready,44,5660,2,all
a-10,44,5660,10,all
inhabited,44,5660,6,all
oo,44,5660,28,all
ogist,44,5660,27,all
outpa,44,5660,26,all
ninety-six,44,5660,16,all
alent,44,5660,18,all
sixty-four-a,44,5660,8,all
ber,44,5660,24,all
feder,44,5660,18,all
nassau,44,5660,16,all
suffolk,44,5660,14,all
bene,44,5660,23,all
liabil,44,5660,14,all
non-licensee,44,5660,2,all
o'mara,44,5660,44,all
wild,44,5660,4,all
volunteer's,44,5660,1,all
ciresi,44,5660,44,all
interconnected,44,5660,5,all
sinicki,44,5660,44,all
depressant,43,5729,13,all
lanterman-petris-short,43,5729,22,all
california’s,43,5729,29,all
latinx,43,5729,19,all
accordingly,43,5729,38,all
machines,43,5729,16,all
message,43,5729,28,all
foreseeable,43,5729,23,all
humans,43,5729,21,all
quantitative,43,5729,27,all
180-day,43,5729,22,all
unconscious,43,5729,20,all
mind,43,5729,21,all
telecommunicators,43,5729,18,all
telecommunicator,43,5729,12,all
publishing,43,5729,29,all
negatively,43,5729,42,all
cardiovascular,43,5729,27,all
civilian,43,5729,25,all
unused,43,5729,19,all
postconviction,43,5729,7,all
converting,43,5729,23,all
hypertension,43,5729,11,all
capitated,43,5729,26,all
advancing,43,5729,24,all
baker,43,5729,16,all
conferences,43,5729,19,all
needy,43,5729,18,all
violator,43,5729,16,all
attest,43,5729,31,all
capacities,43,5729,35,all
harvesting,43,5729,24,all
outline,43,5729,31,all
acknowledges,43,5729,33,all
sustainable,43,5729,25,all
candidates,43,5729,20,all
fetus,43,5729,8,all
pandas,43,5729,7,all
annulled,43,5729,11,all
thrive,43,5729,24,all
thorough,43,5729,29,all
advocating,43,5729,27,all
covenant,43,5729,11,all
infused,43,5729,12,all
vaccines,43,5729,12,all
try,43,5729,18,all
ventilation,43,5729,14,all
furnishes,43,5729,24,all
don,43,5729,43,all
bundled,43,5729,17,all
actuary,43,5729,21,all
custom,43,5729,39,all
cians,43,5729,21,all
represen,43,5729,33,all
phys,43,5729,28,all
fifty-eight,43,5729,17,all
diately,43,5729,29,all
reclamation,43,5729,3,all
annul,43,5729,20,all
pipe,43,5729,9,all
switch,43,5729,7,all
timeframes,42,5790,25,all
multiplying,42,5790,17,all
thresholds,42,5790,13,all
exhibits,42,5790,28,all
strengthening,42,5790,34,all
provider’s,42,5790,25,all
ideation,42,5790,33,all
peer-reviewed,42,5790,30,all
commercially,42,5790,29,all
agreeing,42,5790,30,all
decides,42,5790,25,all
zip,42,5790,25,all
latino,42,5790,22,all
flexible,42,5790,26,all
messaging,42,5790,29,all
join,42,5790,38,all
firefighting,42,5790,17,all
sustain,42,5790,39,all
warehouse,42,5790,15,all
survivor,42,5790,16,all
emancipated,42,5790,26,all
sleep,42,5790,35,all
main,42,5790,30,all
specializes,42,5790,33,all
fulfills,42,5790,20,all
reapply,42,5790,28,all
educated,42,5790,17,all
repeatedly,42,5790,23,all
sedation,42,5790,13,all
electricity,42,5790,19,all
metal,42,5790,19,all
charity,42,5790,20,all
der,42,5790,35,all
restrained,42,5790,21,all
threatens,42,5790,25,all
abide,42,5790,32,all
escalating,42,5790,24,all
financed,42,5790,23,all
streamlining,42,5790,28,all
3-11,42,5790,6,all
ruling,42,5790,26,all
indoor,42,5790,13,all
dangerously,42,5790,4,all
salon,42,5790,3,all
prescreening,42,5790,17,all
protest,42,5790,11,all
1-1-24,42,5790,25,all
teacher's,42,5790,15,all
injections,42,5790,15,all
graphs,42,5790,26,all
institu,42,5790,31,all
4-a,42,5790,16,all
filmed,42,5790,8,all
trien,42,5790,8,all
thirty-one-b,42,5790,16,all
sixty-four-d,42,5790,4,all
compre,42,5790,30,all
cil,42,5790,12,all
commu,42,5790,28,all
seventy-four,42,5790,8,all
piperidinyl,42,5790,7,all
consistently,41,5851,33,all
vacant,41,5851,10,all
broad,41,5851,35,all
foods,41,5851,14,all
almost,41,5851,35,all
interviewing,41,5851,22,all
correcting,41,5851,34,all
assumes,41,5851,25,all
coming,41,5851,34,all
precautions,41,5851,14,all
brother,41,5851,23,all
disapprove,41,5851,25,all
unknown,41,5851,33,all
houses,41,5851,24,all
latina,41,5851,11,all
interoperable,41,5851,20,all
pier,41,5851,5,all
highlight,41,5851,32,all
turn,41,5851,39,all
self-assessment,41,5851,14,all
timelines,41,5851,30,all
overtime,41,5851,24,all
toll-free,41,5851,24,all
loved,41,5851,33,all
outlet,41,5851,12,all
lasting,41,5851,37,all
difficulties,41,5851,30,all
conferring,41,5851,28,all
solving,41,5851,17,all
divert,41,5851,27,all
reject,41,5851,31,all
terminology,41,5851,21,all
milestones,41,5851,22,all
excuse,41,5851,26,all
measurements,41,5851,8,all
coronavirus,41,5851,26,all
trend,41,5851,16,all
concealing,41,5851,15,all
seeing,41,5851,26,all
nutritional,41,5851,25,all
post-master's,41,5851,16,all
frivolous,41,5851,12,all
assent,41,5851,9,all
payors,41,5851,29,all
cellular,41,5851,18,all
insolvent,41,5851,10,all
oaths,41,5851,25,all
disorderly,41,5851,13,all
administrator's,41,5851,21,all
lethal,41,5851,19,all
misbranded,41,5851,7,all
flood,41,5851,11,all
ranking,41,5851,24,all
ted,41,5851,25,all
analgesia,41,5851,5,all
school-age,41,5851,25,all
localities,41,5851,20,all
speaking,41,5851,26,all
sunday,41,5851,25,all
sterile,41,5851,22,all
look-alike,41,5851,15,all
dna,41,5851,11,all
carbonated,41,5851,7,all
disqualify,41,5851,30,all
non-disciplinary,41,5851,15,all
a-3,41,5851,22,all
unsupervised,41,5851,15,all
pp,41,5851,23,all
on-campus,41,5851,16,all
trist,41,5851,19,all
inpa,41,5851,25,all
correc,41,5851,31,all
364-j,41,5851,15,all
chil,41,5851,29,all
gation,41,5851,22,all
manifests,40,5926,20,all
negotiations,40,5926,25,all
dividing,40,5926,21,all
suspensions,40,5926,32,all
k-12,40,5926,27,all
spousal,40,5926,16,all
hot,40,5926,9,all
apart,40,5926,19,all
benchmarks,40,5926,28,all
handbook,40,5926,27,all
stressors,40,5926,33,all
jurisdictional,40,5926,29,all
abandon,40,5926,26,all
ramos,40,5926,32,all
reveal,40,5926,25,all
useful,40,5926,37,all
caller,40,5926,15,all
allocable,40,5926,12,all
remittance,40,5926,19,all
timeline,40,5926,33,all
reliance,40,5926,29,all
cochairs,40,5926,11,all
entirely,40,5926,21,all
materially,40,5926,21,all
bringing,40,5926,30,all
enabling,40,5926,33,all
replacing,40,5926,26,all
belonging,40,5926,29,all
ended,40,5926,26,all
anorexia,40,5926,26,all
fingerprinting,40,5926,26,all
unlimited,40,5926,20,all
vary,40,5926,34,all
malicious,40,5926,13,all
youth's,40,5926,23,all
proximate,40,5926,16,all
game,40,5926,8,all
adulterated,40,5926,15,all
inspected,40,5926,30,all
pre,40,5926,27,all
assistive,40,5926,25,all
rare,40,5926,7,all
car,40,5926,20,all
judg,40,5926,28,all
dissolve,40,5926,20,all
stepchild,40,5926,23,all
motions,40,5926,9,all
restoring,40,5926,29,all
aforementioned,40,5926,21,all
cola,40,5926,10,all
depreciation,40,5926,11,all
enrolling,40,5926,34,all
post-graduate,40,5926,20,all
dcfs,40,5926,13,all
microstamping,40,5926,4,all
technician-intermediate,40,5926,13,all
blighted,40,5926,2,all
increments,40,5926,16,all
origins,40,5926,11,all
facil,40,5926,30,all
sixty-four-c,40,5926,4,all
opment,40,5926,34,all
miller,40,5926,38,all
hcv,40,5926,4,all
straw,40,5926,11,all
sher,40,5926,8,all
amusement,40,5926,15,all
armstrong,40,5926,40,all
stubbs,40,5926,40,all
larson,40,5926,40,all
reconstruction,39,5996,19,all
knew,39,5996,22,all
affective,39,5996,19,all
completely,39,5996,26,all
expeditiously,39,5996,27,all
decreased,39,5996,32,all
grand,39,5996,21,all
biometric,39,5996,21,all
recruiting,39,5996,35,all
familiar,39,5996,22,all
p.m,39,5996,22,all
mark,39,5996,23,all
fqhc’s,39,5996,1,all
rhc’s,39,5996,1,all
audio-only,39,5996,18,all
successors,39,5996,34,all
certificated,39,5996,17,all
self-administered,39,5996,15,all
timetable,39,5996,25,all
saved,39,5996,30,all
resiliency,39,5996,33,all
adjunct,39,5996,25,all
nationwide,39,5996,28,all
handle,39,5996,27,all
caseloads,39,5996,16,all
precinct,39,5996,6,all
schizoaffective,39,5996,31,all
cooper,39,5996,39,all
dentures,39,5996,17,all
opt,39,5996,14,all
faced,39,5996,35,all
expectations,39,5996,29,all
compact's,39,5996,17,all
recognizance,39,5996,16,all
sub-subparagraph,39,5996,26,all
pharmacy's,39,5996,19,all
upper,39,5996,14,all
postdoctoral,39,5996,23,all
teleconference,39,5996,34,all
virtue,39,5996,31,all
edibles,39,5996,3,all
stamp,39,5996,10,all
adjudicate,39,5996,27,all
camps,39,5996,19,all
honorably,39,5996,15,all
banking,39,5996,25,all
circulate,39,5996,9,all
nominations,39,5996,26,all
specially,39,5996,25,all
canceled,39,5996,20,all
executor,39,5996,21,all
putative,39,5996,15,all
region's,39,5996,15,all
hires,39,5996,6,all
consolidate,39,5996,37,all
vendor's,39,5996,20,all
lapointe,39,5996,39,all
creditor,39,5996,12,all
trustee's,39,5996,6,all
stocks,39,5996,19,all
integral,39,5996,29,all
fits,39,5996,28,all
rifles,39,5996,14,all
precursor,39,5996,22,all
wardship,39,5996,5,all
mxp,39,5996,4,all
gender-related,39,5996,10,all
popu,39,5996,27,all
six-a,39,5996,19,all
detoxifica,39,5996,13,all
ders,39,5996,33,all
imple,39,5996,25,all
prin,39,5996,22,all
busi,39,5996,15,all
architect,39,5996,12,all
teeth,39,5996,12,all
four-year,39,5996,25,all
psychoanalytic,39,5996,11,all
fourteen-member,39,5996,3,all
ag,39,5996,7,all
pa,39,5996,22,all
andraca,39,5996,39,all
considine,39,5996,39,all
lrb-2702,39,5996,1,all
lrb-6058,39,5996,1,all
assignments,38,6081,20,all
ranges,38,6081,20,all
self-sufficiency,38,6081,22,all
stabilized,38,6081,21,all
peer-to-peer,38,6081,16,all
legislators,38,6081,34,all
arguments,38,6081,30,all
discourage,38,6081,31,all
beliefs,38,6081,28,all
rn,38,6081,8,all
installment,38,6081,16,all
lodging,38,6081,26,all
mere,38,6081,30,all
hospitalizations,38,6081,26,all
responded,38,6081,17,all
altering,38,6081,23,all
habeas,38,6081,23,all
extends,38,6081,31,all
obstructing,38,6081,18,all
obstetrics,38,6081,22,all
promoted,38,6081,30,all
inducing,38,6081,25,all
narcotics,38,6081,29,all
initials,38,6081,20,all
percentages,38,6081,19,all
voucher,38,6081,18,all
landlord,38,6081,14,all
weekend,38,6081,20,all
respecting,38,6081,28,all
novo,38,6081,20,all
planting,38,6081,24,all
hallucinogenic,38,6081,15,all
finally,38,6081,27,all
psap,38,6081,8,all
favorable,38,6081,23,all
chaplain,38,6081,8,all
jurisprudence,38,6081,16,all
dessert,38,6081,4,all
greenhouse,38,6081,5,all
ships,38,6081,22,all
nitrogen,38,6081,10,all
apparatus,38,6081,17,all
proc,38,6081,20,all
courthouse,38,6081,8,all
