feature,phrase,frequency,rank,docfreq
substance_use_disorder,substance use disorder,3857,25,538
mental_health_services,mental health services,3306,34,709
health_care_services,health care services,1167,237,297
certified_mental_health,certified mental health,1078,268,11
use_disorder_treatment,use disorder treatment,994,321,201
substance_use_disorders,substance use disorders,946,345,267
behavioral_health_services,behavioral health services,892,376,253
health_care_provider,health care provider,870,393,192
mental_health_professional,mental health professional,843,407,252
community_mental_health,community mental health,757,456,179
mental_health_treatment,mental health treatment,742,468,221
mental_health_care,mental health care,700,516,229
health_care_professional,health care professional,651,575,125
emergency_medical_services,emergency medical services,596,643,127
less_restrictive_alternative,less restrictive alternative,584,659,30
356z_356z_356z,356z 356z 356z,549,707,8
medical_assistance_program,medical assistance program,532,751,119
clinical_social_worker,clinical social worker,526,764,172
assisted_outpatient_treatment,assisted outpatient treatment,523,775,24
health_care_providers,health care providers,505,823,232
substance_abuse_services,substance abuse services,495,841,149
united_states_department,united states department,481,874,176
licensed_mental_health,licensed mental health,474,885,130
mental_health_facility,mental health facility,468,900,130
mental_health_counseling,mental health counseling,459,920,85
behavioral_health_crisis,behavioral health crisis,452,938,58
managed_care_organization,managed care organization,452,938,81
health_care_facility,health care facility,450,944,83
addiction_services_provider,addiction services provider,448,948,14
post-traumatic_stress_disorder,post-traumatic stress disorder,436,980,157
advanced_practice_registered,advanced practice registered,428,1005,106
health_care_service,health care service,417,1032,66
mental_health_professionals,mental health professionals,411,1045,214
licensed_clinical_social,licensed clinical social,407,1056,142
behavioral_health_administrative,behavioral health administrative,407,1056,34
health_administrative_services,health administrative services,389,1105,32
serious_mental_illness,serious mental illness,378,1145,106
felony_mandatory_prison,felony mandatory prison,372,1166,7
degree_felony_mandatory,degree felony mandatory,371,1169,7
mental_health_crisis,mental health crisis,368,1183,118
mental_health_counselor,mental health counselor,366,1194,88
managed_care_organizations,managed care organizations,356,1230,98
practice_registered_nurse,practice registered nurse,354,1237,98
restrictive_alternative_treatment,restrictive alternative treatment,334,1329,16
substance_abuse_treatment,substance abuse treatment,326,1380,132
health_planning_council,health planning council,321,1410,27
health_benefit_plan,health benefit plan,319,1426,53
local_mental_health,local mental health,316,1447,106
mentally_ill_person,mentally ill person,314,1459,21
registered_nurse_practitioner,registered nurse practitioner,300,1541,41
nursing_home_care,nursing home care,299,1548,48
behavioral_health_treatment,behavioral health treatment,297,1560,60
advanced_registered_nurse,advanced registered nurse,296,1566,30
compound_mixture_preparation,compound mixture preparation,286,1637,8
mandatory_continuing_education,mandatory continuing education,284,1654,24
disorder_treatment_program,disorder treatment program,283,1659,43
crisis_intervention_team,crisis intervention team,282,1667,24
mental_health_service,mental health service,277,1706,97
community_addiction_services,community addiction services,277,1706,14
psychology_regulatory_authority,psychology regulatory authority,272,1758,12
registered_professional_nurse,registered professional nurse,268,1806,37
mental_emotional_nervous,mental emotional nervous,268,1806,14
alcohol_drug_addiction,alcohol drug addiction,268,1806,20
care_service_plan,care service plan,267,1814,31
psychology_interjurisdictional_compact,psychology interjurisdictional compact,265,1831,21
community_behavioral_health,community behavioral health,262,1857,58
mental_health_conditions,mental health conditions,261,1865,141
inpatient_mental_health,inpatient mental health,259,1886,64
involuntary_outpatient_services,involuntary outpatient services,258,1899,13
practice_interjurisdictional_telepsychology,practice interjurisdictional telepsychology,256,1925,12
behavioral_health_care,behavioral health care,254,1938,96
use_disorder_services,use disorder services,249,2001,111
firearms_restraining_order,firearms restraining order,247,2020,8
administrative_services_organization,administrative services organization,246,2026,26
clinical_social_work,clinical social work,245,2039,58
substance_addiction_services,substance addiction services,244,2044,5
behavioral_health_agency,behavioral health agency,243,2054,34
direct_care_staff,direct care staff,238,2099,33
medicaid_managed_care,medicaid managed care,237,2116,89
controlled_substance_analog,controlled substance analog,236,2123,16
general_revenue_fund,general revenue fund,235,2138,136
children's_mental_health,children's mental health,233,2165,37
secure_withdrawal_management,secure withdrawal management,232,2177,15
firearm_owner's_identification,firearm owner's identification,231,2189,20
mental_health_screening,mental health screening,228,2224,42
mental_health_disorder,mental health disorder,227,2238,81
equivalent_excess_coverage,equivalent excess coverage,226,2248,8
key_vote_majority,key vote majority,225,2264,225
vote_majority_appropriation,vote majority appropriation,225,2264,225
whoever_violates_division,whoever violates division,221,2314,11
sexual_orientation_gender,sexual orientation gender,219,2351,29
orientation_gender_identity,orientation gender identity,218,2360,25
mental_health_awareness,mental health awareness,218,2360,79
managed_care_plan,managed care plan,217,2376,60
involuntary_treatment_services,involuntary treatment services,216,2394,9
health_care_professionals,health care professionals,215,2413,109
physical_therapist_assistant,physical therapist assistant,215,2413,21
owner's_identification_card,owner's identification card,214,2434,19
special_revenue_fund,special revenue fund,213,2445,9
mental_health_issues,mental health issues,209,2504,130
national_suicide_prevention,national suicide prevention,205,2563,65
licensed_professional_counselor,licensed professional counselor,205,2563,47
mental_health_condition,mental health condition,204,2578,96
per_hour_wage,per hour wage,204,2578,14
prescription_monitoring_program,prescription monitoring program,201,2634,13
behavioral_health_disorder,behavioral health disorder,200,2654,19
intervention_team_training,intervention team training,200,2654,20
serious_physical_harm,serious physical harm,199,2674,51
united_states_food,united states food,198,2691,70
federally_qualified_health,federally qualified health,197,2707,57
maternal_mental_health,maternal mental health,196,2723,41
race_creed_color,race creed color,196,2723,12
mental_health_court,mental health court,193,2788,27
health_maintenance_organization,health maintenance organization,192,2815,56
criminal_justice_services,criminal justice services,192,2815,48
behavioral_health_service,behavioral health service,191,2842,43
student_mental_health,student mental health,190,2860,70
hour_wage_increase,hour wage increase,190,2860,14
tangible_personal_property,tangible personal property,189,2874,17
recovery_support_services,recovery support services,188,2891,55
high_school_equivalency,high school equivalency,188,2891,11
mental_health_authority,mental health authority,188,2891,62
excess_insurance_coverage,excess insurance coverage,188,2891,8
county_mental_health,county mental health,185,2955,64
residential_care_facility,residential care facility,183,3001,26
immediately_explanation_matter,immediately explanation matter,182,3026,182
mental_health_program,mental health program,181,3044,62
outpatient_mental_health,outpatient mental health,181,3044,51
involuntary_inpatient_placement,involuntary inpatient placement,181,3044,18
suicide_prevention_lifeline,suicide prevention lifeline,180,3071,58
retailers_occupation_tax,retailers occupation tax,179,3103,12
health_care_facilities,health care facilities,175,3188,48
human_services_commission,human services commission,174,3215,89
intermediate_care_facilities,intermediate care facilities,173,3239,19
mental_health_disorders,mental health disorders,170,3300,91
service_occupation_tax,service occupation tax,169,3324,8
outpatient_competency_restoration,outpatient competency restoration,169,3324,7
use_disorder_professional,use disorder professional,168,3356,32
automated_patient_dispensing,automated patient dispensing,168,3356,8
good_moral_character,good moral character,167,3382,27
circuit_court_clerk,circuit court clerk,167,3382,13
services_addiction_services,services addiction services,166,3406,29
emergency_mental_health,emergency mental health,164,3455,17
substance_abuse_addiction,substance abuse addiction,163,3477,48
miscellaneous_special_revenue,miscellaneous special revenue,163,3477,9
skilled_nursing_facilities,skilled nursing facilities,162,3505,23
peer_support_services,peer support services,162,3505,56
physician_physician_assistant,physician physician assistant,161,3533,35
2021–2022_regular_session,2021–2022 regular session,160,3556,160
mental_health_response,mental health response,160,3556,10
court-ordered_mental_health,court-ordered mental health,160,3556,21
social_worker_licensed,social worker licensed,159,3590,70
health_crisis_response,health crisis response,159,3590,19
health_care_plan,health care plan,159,3590,23
color_national_origin,color national origin,159,3590,13
serious_bodily_harm,serious bodily harm,157,3648,48
medication_assisted_treatment,medication assisted treatment,157,3648,48
abuse_services_addiction,abuse services addiction,156,3673,23
local_educational_agency,local educational agency,155,3702,28
outpatient_behavioral_health,outpatient behavioral health,155,3702,18
emergency_medical_service,emergency medical service,154,3733,23
high_school_diploma,high school diploma,154,3733,28
certified_behavioral_health,certified behavioral health,154,3733,25
behavioral_health_providers,behavioral health providers,153,3776,60
health_insurance_coverage,health insurance coverage,153,3776,46
health_crisis_services,health crisis services,152,3804,26
second_degree_felony,second degree felony,152,3804,7
crisis_stabilization_unit,crisis stabilization unit,151,3836,41
county_behavioral_health,county behavioral health,149,3915,33
crisis_response_services,crisis response services,149,3915,31
behavioral_health_workforce,behavioral health workforce,148,3949,26
mobile_crisis_response,mobile crisis response,148,3949,37
creed_color_national,creed color national,148,3949,6
home_care_services,home care services,148,3949,12
temporary_restraining_order,temporary restraining order,146,4012,8
professional_medical_conduct,professional medical conduct,146,4012,12
mental_health_needs,mental health needs,144,4085,82
administrative_services_organizations,administrative services organizations,144,4085,29
good_cause_shown,good cause shown,143,4117,51
licensed_health_care,licensed health care,142,4151,63
licensed_practical_nurse,licensed practical nurse,142,4151,42
service_use_tax,service use tax,142,4151,8
certified_recovery_residence,certified recovery residence,141,4185,13
commercial_driver's_license,commercial driver's license,141,4185,10
context_clearly_indicates,context clearly indicates,140,4211,112
health_care_authority,health care authority,140,4211,46
graduate_medical_education,graduate medical education,139,4241,24
health_care_practitioner,health care practitioner,139,4241,45
certified_nurse_practitioner,certified nurse practitioner,138,4266,21
intellectual_disability_services,intellectual disability services,138,4266,9
yes_local_program,yes local program,137,4314,137
health_service_provider,health service provider,137,4314,28
fiscal_committee_yes,fiscal committee yes,136,4352,136
committee_yes_local,committee yes local,136,4352,136
pharmacy_benefit_manager,pharmacy benefit manager,136,4352,14
clinical_professional_counselor,clinical professional counselor,136,4352,32
psychiatric_advanced_registered,psychiatric advanced registered,136,4352,10
behavioral_health_emergency,behavioral health emergency,135,4395,14
school_social_workers,school social workers,134,4431,46
governor_kathy_hochul,governor kathy hochul,134,4431,47
liquid_concentrate_liquid,liquid concentrate liquid,134,4431,7
concentrate_liquid_extract,concentrate liquid extract,134,4431,7
liquid_distillate_form,liquid distillate form,134,4431,7
human_services_division,human services division,133,4474,39
american_psychiatric_association,american psychiatric association,132,4525,77
physician_clinical_psychologist,physician clinical psychologist,132,4525,26
certified_home_health,certified home health,132,4525,8
mental_health_parity,mental health parity,131,4570,29
health_counselor_marriage,health counselor marriage,130,4618,26
teaching_general_hospital,teaching general hospital,130,4618,6
mental_health_providers,mental health providers,128,4695,93
qualified_mental_health,qualified mental health,128,4695,55
licensed_health_professional,licensed health professional,128,4695,8
mental_health_substance,mental health substance,127,4751,78
disorder_treatment_services,disorder treatment services,127,4751,52
community_control_sanction,community control sanction,127,4751,12
crisis_intervention_services,crisis intervention services,126,4790,46
durable_medical_equipment,durable medical equipment,126,4790,34
commission_employment_duties,commission employment duties,125,4823,23
health_services_provider,health services provider,125,4823,26
use_disorder_benefits,use disorder benefits,125,4823,25
firearm_owners_identification,firearm owners identification,125,4823,29
legislative_reference_bureau,legislative reference bureau,125,4823,115
general_acute_care,general acute care,123,4925,23
mental_health_plan,mental health plan,123,4925,29
continuing_education_requirement,continuing education requirement,123,4925,20
emergency_medical_technician,emergency medical technician,123,4925,38
school_social_worker,school social worker,123,4925,46
applied_behavior_analysis,applied behavior analysis,122,4966,21
residential_health_care,residential health care,122,4966,18
military_status_sex,military status sex,122,4966,6
clinical_nurse_specialist,clinical nurse specialist,121,5024,33
home_health_care,home health care,121,5024,26
mental_health_facilities,mental health facilities,120,5081,58
licensed_service_provider,licensed service provider,118,5188,20
services_mental_health,services mental health,118,5188,38
owners_identification_card,owners identification card,118,5188,29
behavioral_health_disorders,behavioral health disorders,117,5253,40
prima_facie_evidence,prima facie evidence,117,5253,30
health_care_administration,health care administration,116,5312,51
behavioral_health_system,behavioral health system,115,5370,43
primary_care_providers,primary care providers,115,5370,58
medical_services_council,medical services council,115,5370,15
2023–2024_regular_session,2023–2024 regular session,114,5422,114
youth_mental_health,youth mental health,114,5422,31
drug_therapy_management,drug therapy management,114,5422,14
care_services_agency,care services agency,114,5422,6
managed_care_plans,managed care plans,113,5476,43
community-based_mental_health,community-based mental health,113,5476,81
mental_health_board,mental health board,113,5476,22
mental_health_center,mental health center,113,5476,40
health_care_agent,health care agent,113,5476,8
health_care_reform,health care reform,113,5476,11
mental_health_programs,mental health programs,112,5536,70
school_mental_health,school mental health,112,5536,39
health_treatment_facility,health treatment facility,112,5536,24
licensed_home_care,licensed home care,112,5536,6
mental_health_consultation,mental health consultation,111,5597,8
interjurisdictional_compact_commission,interjurisdictional compact commission,111,5597,16
residential_treatment_facility,residential treatment facility,111,5597,24
professional_educator_license,professional educator license,111,5597,8
health_crisis_hotline,health crisis hotline,110,5658,31
competency_restoration_program,competency restoration program,110,5658,6
resource_management_services,resource management services,110,5658,16
criminal_background_check,criminal background check,109,5742,44
criminal_history_record,criminal history record,109,5742,44
specialty_mental_health,specialty mental health,108,5810,17
mental_health_evaluation,mental health evaluation,108,5810,32
school-based_mental_health,school-based mental health,108,5810,35
preferred_drug_list,preferred drug list,108,5810,22
psychiatric_nurse_practitioner,psychiatric nurse practitioner,108,5810,20
group_health_benefit,group health benefit,108,5810,17
licensed_physical_therapist,licensed physical therapist,108,5810,12
health_response_unit,health response unit,108,5810,6
major_drug_offender,major drug offender,108,5810,8
qualified_health_center,qualified health center,107,5874,39
post-traumatic_stress_injury,post-traumatic stress injury,107,5874,19
loan_repayment_program,loan repayment program,107,5874,19
extreme_risk_protection,extreme risk protection,107,5874,12
chief_clinical_officer,chief clinical officer,107,5874,5
indian_health_care,indian health care,107,5874,14
substance_use_prevention,substance use prevention,106,5949,46
publicly_accessible_internet,publicly accessible internet,105,6024,53
public_health_service,public health service,105,6024,56
criminal_justice_system,criminal justice system,104,6102,63
licensed_clinical_psychologist,licensed clinical psychologist,104,6102,35
developmental_disabilities_administrative,developmental disabilities administrative,104,6102,41
direct_support_professionals,direct support professionals,104,6102,18
labor_statistics_average,labor statistics average,104,6102,12
licensed_master_social,licensed master social,104,6102,19
early_intervention_services,early intervention services,103,6169,32
family_therapist_licensed,family therapist licensed,103,6169,47
behavioral_health_needs,behavioral health needs,102,6254,66
health_insurance_portability,health insurance portability,102,6254,67
health_care_program,health care program,102,6254,31
local_governmental_unit,local governmental unit,102,6254,32
excess_liability_pool,excess liability pool,102,6254,8
prison_terms_prescribed,prison terms prescribed,102,6254,8
accessible_internet_website,accessible internet website,101,6337,51
assisted_outpatient_behavioral,assisted outpatient behavioral,101,6337,5
clinical_social_workers,clinical social workers,100,6421,69
united_states_armed,united states armed,100,6421,51
certified_community_behavioral,certified community behavioral,100,6421,16
statistics_average_wage,statistics average wage,100,6421,12
creative_arts_therapist,creative arts therapist,100,6421,22
collaborative_drug_therapy,collaborative drug therapy,100,6421,8
health_care_worker,health care worker,99,6512,22
health_substance_use,health substance use,98,6578,61
adverse_childhood_experiences,adverse childhood experiences,98,6578,54
hospital_excess_liability,hospital excess liability,98,6578,8
mental_health_provider,mental health provider,97,6651,44
health_legislative_counsel's,health legislative counsel's,97,6651,97
city_school_district,city school district,97,6651,9
mental_health_screenings,mental health screenings,96,6731,28
statewide_behavioral_health,statewide behavioral health,96,6731,17
status_sexual_orientation,status sexual orientation,96,6731,17
crisis_response_team,crisis response team,96,6731,10
developmentally_disabled_facilities,developmentally disabled facilities,96,6731,10
non-executive_direct_care,non-executive direct care,96,6731,18
national_origin_sexual,national origin sexual,96,6731,10
behavioral_health_professionals,behavioral health professionals,95,6808,36
crisis_stabilization_services,crisis stabilization services,95,6808,33
substance_abuse_disorder,substance abuse disorder,95,6808,25
home_health_agency,home health agency,95,6808,17
drug_addiction_services,drug addiction services,95,6808,13
crisis_call_center,crisis call center,95,6808,13
abuse_addiction_services,abuse addiction services,94,6892,27
psychiatric_residential_treatment,psychiatric residential treatment,93,6992,7
local_correctional_facility,local correctional facility,93,6992,34
neglected_child_reporting,neglected child reporting,93,6992,28
disorder_treatment_provider,disorder treatment provider,93,6992,13
mental_health_diagnosis,mental health diagnosis,92,7099,35
professional_clinical_counselor,professional clinical counselor,92,7099,24
behavioral_health_provider,behavioral health provider,92,7099,45
criminal_records_check,criminal records check,92,7099,14
school_support_personnel,school support personnel,92,7099,13
licensed_clinical_professional,licensed clinical professional,91,7202,28
health_insurance_policy,health insurance policy,90,7319,33
mental_health_resources,mental health resources,90,7319,55
mental_health_rehabilitation,mental health rehabilitation,90,7319,52
assertive_community_treatment,assertive community treatment,90,7319,34
nursing_component_rate,nursing component rate,90,7319,12
residential_non-executive_direct,residential non-executive direct,90,7319,12
care_staff_excluding,care staff excluding,90,7319,12
context_clearly_requires,context clearly requires,90,7319,50
legislative_bills_numbers,legislative bills numbers,90,7319,28
health_care_decisions,health care decisions,89,7418,16
local_educational_agencies,local educational agencies,89,7418,28
social_work_marriage,social work marriage,89,7418,31
professional_service_corporation,professional service corporation,89,7418,7
qualified_health_plan,qualified health plan,88,7509,14
team_training_program,team training program,88,7509,12
mental_health_practitioner,mental health practitioner,87,7619,26
mental_health_unit,mental health unit,87,7619,17
drug_court_program,drug court program,86,7714,14
pediatric_autoimmune_neuropsychiatric,pediatric autoimmune neuropsychiatric,86,7714,15
non-administrative_support_staff,non-administrative support staff,86,7714,14
origin_sexual_orientation,origin sexual orientation,86,7714,10
social_services_district,social services district,86,7714,26
memorialize_governor_kathy,memorialize governor kathy,86,7714,47
drug_abuse_offense,drug abuse offense,86,7714,7
health_services_administration,health services administration,85,7826,50
mental_health_centers,mental health centers,85,7826,38
juvenile_detention_facility,juvenile detention facility,85,7826,10
medical_major_medical,medical major medical,85,7826,25
special_revenue_funds,special revenue funds,85,7826,9
temporary_in-person_face-to-face,temporary in-person face-to-face,84,7940,12
medical_services_personnel,medical services personnel,84,7940,32
health_awareness_month,health awareness month,84,7940,31
reasonable_attorney's_fees,reasonable attorney's fees,84,7940,34
aides_front-line_supervisors,aides front-line supervisors,84,7940,14
creative_arts_therapy,creative arts therapy,84,7940,11
comprehensive_outpatient_services,comprehensive outpatient services,84,7940,6
local_workforce_development,local workforce development,84,7940,6
use_disorder_care,use disorder care,83,8086,12
states_armed_forces,states armed forces,83,8086,40
behavioral_health_clinics,behavioral health clinics,83,8086,24
certified_medication_aide,certified medication aide,83,8086,7
addiction_services_mental,addiction services mental,83,8086,8
long-term_care_facility,long-term care facility,82,8228,29
appropriations_project_titled,appropriations project titled,82,8228,82
mentally_ill_persons,mentally ill persons,82,8228,22
licensed_advanced_registered,licensed advanced registered,82,8228,8
substance_use_treatment,substance use treatment,81,8363,37
suicide_prevention_intervention,suicide prevention intervention,81,8363,29
collective_bargaining_agreement,collective bargaining agreement,81,8363,43
chief_executive_officer,chief executive officer,81,8363,30
traumatic_brain_injury,traumatic brain injury,81,8363,45
supplemental_security_income,supplemental security income,81,8363,47
managed_care_program,managed care program,81,8363,32
autoimmune_neuropsychiatric_disorders,autoimmune neuropsychiatric disorders,81,8363,15
mental_health_crises,mental health crises,80,8475,48
specialized_mental_health,specialized mental health,80,8475,47
patient's_clinical_record,patient's clinical record,80,8475,24
mental_hygiene_legal,mental hygiene legal,80,8475,17
hygiene_legal_service,hygiene legal service,80,8475,17
civil_legal_services,civil legal services,79,8611,10
health_court_program,health court program,79,8611,11
managed_care_providers,managed care providers,79,8611,15
emergency_medical_condition,emergency medical condition,78,8749,17
health_professional_shortage,health professional shortage,78,8749,38
mental_health_practitioners,mental health practitioners,78,8749,43
drug_enforcement_administration,drug enforcement administration,78,8749,45
district_school_board,district school board,78,8749,7
occupational_therapy_assistant,occupational therapy assistant,78,8749,14
school_equivalency_certificate,school equivalency certificate,78,8749,5
treatment_limitations_applied,treatment limitations applied,78,8749,23
unlawful_discriminatory_practice,unlawful discriminatory practice,78,8749,10
managed_care_provider,managed care provider,78,8749,10
facility_secure_withdrawal,facility secure withdrawal,78,8749,6
substance_abuse_prevention,substance abuse prevention,77,8881,48
opioid_use_disorder,opioid use disorder,77,8881,41
mental_health_counselors,mental health counselors,77,8881,41
behavioral_health_response,behavioral health response,77,8881,7
community_college_board,community college board,77,8881,9
local_health_department,local health department,77,8881,17
deemed_repealed_therewith,deemed repealed therewith,77,8881,27
provides_medical_major,provides medical major,77,8881,23
regional_service_area,regional service area,77,8881,18
individualized_education_program,individualized education program,76,9030,25
behavioral_health_conditions,behavioral health conditions,76,9030,46
qualified_health_centers,qualified health centers,76,9030,37
case_management_services,case management services,76,9030,52
posttraumatic_stress_disorder,posttraumatic stress disorder,76,9030,24
return_receipt_requested,return receipt requested,76,9030,32
cooperative_educational_services,cooperative educational services,76,9030,33
therapeutic_pharmaceutical_agents,therapeutic pharmaceutical agents,76,9030,5
residential_mental_health,residential mental health,75,9206,19
behavioral_health_agencies,behavioral health agencies,75,9206,29
mental_health_alcohol,mental health alcohol,75,9206,21
student_suicide_prevention,student suicide prevention,75,9206,17
neuropsychiatric_disorders_associated,neuropsychiatric disorders associated,75,9206,14
concerning_public_aid,concerning public aid,75,9206,75
9-8-8_suicide_prevention,9-8-8 suicide prevention,75,9206,12
surgical_benefits_covered,surgical benefits covered,75,9206,19
comprehensive_psychiatric_emergency,comprehensive psychiatric emergency,75,9206,24
psychiatric_emergency_program,psychiatric emergency program,75,9206,24
severe_mental_illness,severe mental illness,74,9351,27
social_security_number,social security number,74,9351,47
public_health_safety,public health safety,74,9351,49
residential_treatment_facilities,residential treatment facilities,74,9351,38
disorders_awareness_week,disorders awareness week,74,9351,17
race_color_creed,race color creed,74,9351,6
support_staff_working,support staff working,74,9351,14
continuing_education_hours,continuing education hours,74,9351,14
minority_mental_health,minority mental health,74,9351,7
rapid_response_crisis,rapid response crisis,74,9351,8
licensed_professional_clinical,licensed professional clinical,73,9534,22
experiencing_mental_health,experiencing mental health,73,9534,45
mobile_crisis_teams,mobile crisis teams,73,9534,19
care_mental_health,care mental health,73,9534,22
medical_necessity_determinations,medical necessity determinations,73,9534,15
eating_disorders_awareness,eating disorders awareness,73,9534,17
loan_forgiveness_program,loan forgiveness program,73,9534,18
technical_assistance_center,technical assistance center,73,9534,10
substance_use_crisis,substance use crisis,73,9534,6
mobile_rapid_response,mobile rapid response,73,9534,8
substance_abuse_disorders,substance abuse disorders,72,9697,27
health_care_needs,health care needs,72,9697,40
crisis_hotline_center,crisis hotline center,72,9697,11
abuse_treatment_program,abuse treatment program,72,9697,26
involuntary_outpatient_treatment,involuntary outpatient treatment,72,9697,21
day_care_center,day care center,72,9697,19
criminal_sexual_assault,criminal sexual assault,72,9697,25
health_insurance_marketplace,health insurance marketplace,72,9697,13
direct_support_persons,direct support persons,72,9697,12
team_training_fund,team training fund,72,9697,12
age_race_creed,age race creed,72,9697,10
department_conducted_examination,department conducted examination,72,9697,6
conditional_release_order,conditional release order,72,9697,5
nurse_practitioner_licensed,nurse practitioner licensed,71,9864,42
professional_counselor_licensed,professional counselor licensed,71,9864,35
substance_use_recovery,substance use recovery,71,9864,12
health_services_fund,health services fund,70,10019,24
health_services_providers,health services providers,70,10019,25
behavioral_health_issues,behavioral health issues,70,10019,50
community_health_workers,community health workers,70,10019,19
master_social_worker,master social worker,70,10019,22
direct_support_professional,direct support professional,70,10019,8
family_therapist_creative,family therapist creative,70,10019,14
therapist_creative_arts,therapist creative arts,70,10019,14
formal_continuing_education,formal continuing education,70,10019,8
residential_intellectual_disability,residential intellectual disability,70,10019,5
mobile_crisis_team,mobile crisis team,69,10206,18
school_counselors_school,school counselors school,69,10206,36
suicide_prevention_training,suicide prevention training,69,10206,15
reproductive_health_care,reproductive health care,69,10206,25
advanced_life_support,advanced life support,69,10206,11
registered_pharmacy_technician,registered pharmacy technician,69,10206,14
substance_use_services,substance use services,69,10206,16
home_health_aide,home health aide,69,10206,5
mental_health_support,mental health support,68,10375,40
public_awareness_campaign,public awareness campaign,68,10375,28
mobile_crisis_intervention,mobile crisis intervention,68,10375,6
national_instant_criminal,national instant criminal,68,10375,25
instant_criminal_background,instant criminal background,68,10375,25
child_care_assistance,child care assistance,68,10375,13
staff_excluding_direct,staff excluding direct,68,10375,12
excluding_direct_support,excluding direct support,68,10375,12
liability_company_formed,liability company formed,68,10375,6
domestic_abuse_sexual,domestic abuse sexual,68,10375,8
health_care_workforce,health care workforce,67,10571,20
drug_abuse_recovery,drug abuse recovery,67,10571,14
best_practice_guidelines,best practice guidelines,67,10571,17
child_support_obligation,child support obligation,67,10571,5
patient's_medical_record,patient's medical record,67,10571,33
quality_assurance_commission,quality assurance commission,67,10571,18
treatment_facility_secure,treatment facility secure,67,10571,6
acute_care_hospital,acute care hospital,66,10746,20
mental_health_system,mental health system,66,10746,41
health_service_providers,health service providers,66,10746,37
use_disorder_professionals,use disorder professionals,66,10746,18
american_psychological_association,american psychological association,66,10746,43
mandatory_supervised_release,mandatory supervised release,66,10746,23
mail_return_receipt,mail return receipt,66,10746,28
provider_organizations_serving,provider organizations serving,66,10746,14
organizations_serving_individuals,organizations serving individuals,66,10746,14
emergency_medical_system,emergency medical system,66,10746,6
surgery_osteopathic_medicine,surgery osteopathic medicine,66,10746,8
substantially_similar_municipal,substantially similar municipal,66,10746,7
similar_municipal_ordinance,similar municipal ordinance,66,10746,7
accrediting_body_recognized,accrediting body recognized,65,10921,29
nonprofit_health_care,nonprofit health care,65,10921,16
intellectual_developmental_disabilities,intellectual developmental disabilities,65,10921,19
health_insurance_program,health insurance program,65,10921,38
mental_health_day,mental health day,65,10921,17
licensed_certified_professional,licensed certified professional,65,10921,5
public_housing_agency,public housing agency,65,10921,8
mental_health_staff,mental health staff,64,11115,13
states_district_court,states district court,64,11115,36
health_services_program,health services program,64,11115,14
less_restrictive_treatment,less restrictive treatment,64,11115,23
medical_licensure_compact,medical licensure compact,64,11115,7
background_check_system,background check system,64,11115,25
certified_mail_return,certified mail return,64,11115,28
health_plan_offered,health plan offered,64,11115,11
worker_licensed_clinical,worker licensed clinical,64,11115,25
acceptable_formal_continuing,acceptable formal continuing,64,11115,8
clinical_research_positions,clinical research positions,64,11115,6
abuse_sexual_assault,abuse sexual assault,64,11115,8
united_states_district,united states district,63,11334,36
local_behavioral_health,local behavioral health,63,11334,26
recovery_residence_administrator,recovery residence administrator,63,11334,9
criminal_history_records,criminal history records,63,11334,33
behavioral_health_clinic,behavioral health clinic,63,11334,13
certified_professional_midwife,certified professional midwife,63,11334,5
office-based_opioid_treatment,office-based opioid treatment,63,11334,5
mental_health_legislative,mental health legislative,62,11523,62
student_identification_cards,student identification cards,62,11523,17
crisis_hotline_system,crisis hotline system,62,11523,23
crisis_hotline_centers,crisis hotline centers,62,11523,7
american_rescue_plan,american rescue plan,62,11523,35
community_health_worker,community health worker,62,11523,11
community-based_provider_organizations,community-based provider organizations,62,11523,14
legislative_body_pause,legislative body pause,62,11523,62
resolution_suitably_engrossed,resolution suitably engrossed,62,11523,62
less_restrictive_setting,less restrictive setting,62,11523,18
short-term_residential_therapeutic,short-term residential therapeutic,61,11752,6
childhood_mental_health,childhood mental health,61,11752,11
provides_mental_health,provides mental health,61,11752,45
health_care_delivery,health care delivery,61,11752,27
in-person_face-to-face_practice,in-person face-to-face practice,61,11752,12
hospital_emergency_department,hospital emergency department,61,11752,24
interstate_medical_licensure,interstate medical licensure,61,11752,7
community_service_board,community service board,61,11752,6
per_diem_add-on,per diem add-on,61,11752,7
capital_projects_fund,capital projects fund,61,11752,7
qualified_intellectual_disabilities,qualified intellectual disabilities,61,11752,17
community-based_providers_serving,community-based providers serving,61,11752,15
similar_comprehensive-type_coverage,similar comprehensive-type coverage,61,11752,21
authority_behavioral_health,authority behavioral health,61,11752,8
alternative_treatment_order,alternative treatment order,61,11752,6
mental_health_training,mental health training,60,11995,39
emergency_medical_transport,emergency medical transport,60,11995,17
nonquantitative_treatment_limitations,nonquantitative treatment limitations,60,11995,25
competency_restoration_services,competency restoration services,60,11995,11
local_health_departments,local health departments,60,11995,38
persons_aides_front-line,persons aides front-line,60,11995,12
substance_abuse_use,substance abuse use,60,11995,19
multistate_licensure_privilege,multistate licensure privilege,60,11995,6
disability_marital_status,disability marital status,60,11995,6
acute_care_hospitals,acute care hospitals,59,12263,12
mental_health_assessment,mental health assessment,59,12263,33
early_childhood_mental,early childhood mental,59,12263,9
youth_behavioral_health,youth behavioral health,59,12263,12
