domain_group,token,n,tf,idf,tf_idf
high,address,1550,7.183431947178139e-4,0,0
high,addressed,75,3.4758541679894226e-5,0.6931471805599453,2.4092785165794028e-5
high,addresses,185,8.573773614373909e-5,0,0
high,addressing,220,1.0195838892768973e-4,0,0
high,adds,48,2.2245466675132303e-5,0,0
high,adept,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adequa,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adequacy,149,6.905363613738985e-5,0,0
high,adequate,615,2.8502004177513265e-4,0,0
high,adequately,140,6.488261113580255e-5,0,0
high,adhere,104,4.8198511129453326e-5,0,0
high,adhered,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,adherence,47,2.1782019452733714e-5,0.6931471805599453,1.5098145370564256e-5
high,adherent,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adherents,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,adheres,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,adhering,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,adirondack,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adjacent,52,2.4099255564726663e-5,0,0
high,adjoining,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,adjoins,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adjourn,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,adjourned,11,5.097919446384486e-6,0,0
high,adjournments,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,adju,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,adjudged,95,4.402748612786601e-5,0,0
high,adjudi,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,adjudicate,35,1.6220652783950637e-5,0,0
high,adjudicated,232,1.075197555964728e-4,0,0
high,adjudicates,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,adjudicating,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,adjudication,429,1.9881885840899495e-4,0,0
high,adjudications,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,adjudicative,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,adjudicatory,54,2.502615000952384e-5,0.6931471805599453,1.7346805319371698e-5
high,adjunct,26,1.2049627782363331e-5,0,0
high,adjunctive,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,adjust,98,4.541782779506178e-5,0.6931471805599453,3.148123928330419e-5
high,adjusted,271,1.255941972700178e-4,0,0
high,adjuster,36,1.668410000634923e-5,0.6931471805599453,1.1564536879581133e-5
high,adjuster's,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adjusters,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,adjusting,43,1.9928230563139354e-5,0,0
high,adjustment,375,1.7379270839947111e-4,0,0
high,adjustments,219,1.0149494170529113e-4,0,0
high,adjustor,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,adjustors,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,adjusts,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,adjutant,26,1.2049627782363331e-5,0,0
high,adm,67,3.1050963900705505e-5,0,0
high,admin,53,2.456270278712525e-5,0,0
high,adminis,66,3.0587516678306913e-5,0.6931471805599453,2.120165094589874e-5
high,administer,898,4.161756057139335e-4,0,0
high,administered,774,3.587081501365084e-4,0,0
high,administering,455,2.108684861913583e-4,0,0
high,administers,117,5.4223325020634984e-5,0,0
high,administra,21,9.732391670370383e-6,0,0
high,administrating,2,9.268944447971793e-7,0,0
high,administration,2020,9.36163389245151e-4,0,0
high,administration's,24,1.1122733337566151e-5,0,0
high,administrations,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,administration’s,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,administrative,2227,0.0010320969642816592,0,0
high,administratively,35,1.6220652783950637e-5,0,0
high,administrator,1022,4.736430612913586e-4,0,0
high,administrator's,35,1.6220652783950637e-5,0,0
high,administrators,243,1.1261767504285729e-4,0,0
high,administrator’s,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,administratrix,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,adminster,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,admis,20,9.268944447971793e-6,0,0
high,admissibility,30,1.390341667195769e-5,0,0
high,admissible,116,5.37598777982364e-5,0,0
high,admission,1301,6.029448363405652e-4,0,0
high,admissions,143,6.627295280299832e-5,0,0
high,admit,126,5.83943500222223e-5,0,0
high,admits,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,admittance,7,3.2441305567901275e-6,0,0
high,admitted,476,2.2060087786172867e-4,0,0
high,admitting,59,2.7343386121516788e-5,0,0
high,admixing,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,admonish,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,admonition,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,adnexa,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adoles,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,adolescence,15,6.951708335978845e-6,0,0
high,adolescent,292,1.3532658894038817e-4,0,0
high,adolescent's,53,2.456270278712525e-5,0.6931471805599453,1.7025568183827777e-5
high,adolescents,132,6.117503335661383e-5,0,0
high,adopt,1636,7.581996558440927e-4,0,0
high,adopte,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,adopted,1973,9.143813697924173e-4,0,0
high,adoptee,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,adopter,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,adopters,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,adopting,95,4.402748612786601e-5,0,0
high,adoption,736,3.4109715568536196e-4,0,0
high,adoptions,2,9.268944447971793e-7,0,0
high,adoptive,142,6.580950558059973e-5,0,0
high,adopts,96,4.4490933350264605e-5,0,0
high,adornment,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adriane,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,adul,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adult,1398,6.478992169132283e-4,0,0
high,adult's,16,7.415155558377434e-6,0,0
high,adulter,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adulterant,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adulterants,5,2.317236111992948e-6,0,0
high,adulterate,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,adulterated,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,adulterating,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,adulteration,10,4.634472223985896e-6,0,0
high,adultered,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adultery,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,adulthood,43,1.9928230563139354e-5,0,0
high,adults,748,3.4665852235414503e-4,0,0
high,adv,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,advan,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,advance,417,1.9325749174021187e-4,0,0
high,advanced,1285,5.955296807821877e-4,0,0
high,advancement,26,1.2049627782363331e-5,0.6931471805599453,8.35216552414193e-6
high,advancements,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,advances,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,advancing,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,advantage,42,1.9464783340740766e-5,0,0
high,advantageous,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,advantages,21,9.732391670370383e-6,0.6931471805599453,6.7459798464223275e-6
high,adver,4,1.8537888895943585e-6,0,0
high,adversarial,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,adversary,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,adverse,881,4.0829700293315747e-4,0,0
high,adversely,66,3.0587516678306913e-5,0,0
high,adversity,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,advertis,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,advertise,44,2.0391677785537946e-5,0,0
high,advertised,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,advertisement,107,4.9588852796649094e-5,0,0
high,advertisements,26,1.2049627782363331e-5,0,0
high,advertiser,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,advertises,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,advertising,193,8.94453139229278e-5,0,0
high,advi,17,7.878602780776024e-6,0,0
high,advice,228,1.0566596670687843e-4,0,0
high,advisability,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,advisable,29,1.34399694495591e-5,0,0
high,advise,230,1.0659286115167562e-4,0,0
high,advised,47,2.1782019452733714e-5,0,0
high,advisement,7,3.2441305567901275e-6,0,0
high,adviser,81,3.753922501428576e-5,0.6931471805599453,2.6020207979057548e-5
high,adviser's,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,advisers,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,advises,24,1.1122733337566151e-5,0.6931471805599453,7.709691253054089e-6
high,advising,60,2.780683334391538e-5,0,0
high,advisor,68,3.15144111231041e-5,0,0
high,advisor's,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,advisories,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,advisors,15,6.951708335978845e-6,0,0
high,advisory,878,4.069066612659617e-4,0,0
high,advo,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,advocacy,283,1.3115556393880086e-4,0,0
high,advocacy's,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,advocate,322,1.4923000561234585e-4,0,0
high,advocate's,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,advocates,125,5.7930902799823705e-5,0,0
high,advocating,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,aed,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,aemt,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aemts,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aerial,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aeroponic,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,aerosol,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,aerosolized,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,aerospace,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,afdc,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,affairs,331,1.5340103061393316e-4,0,0
high,affect,700,3.2441305567901274e-4,0,0
high,affected,622,2.8826417233192276e-4,0,0
high,affecting,131,6.071158613421524e-5,0,0
high,affection,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,affective,35,1.6220652783950637e-5,0,0
high,affects,116,5.37598777982364e-5,0,0
high,affi,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,affiant,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,affidavit,399,1.8491544173703726e-4,0,0
high,affidavits,36,1.668410000634923e-5,0,0
high,affil,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,affiliat,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,affiliate,123,5.700400835502653e-5,0,0
high,affiliated,321,1.4876655838994728e-4,0,0
high,affiliates,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,affiliation,65,3.0124069455908325e-5,0.6931471805599453,2.088041381035482e-5
high,affiliations,55,2.548959723192243e-5,0.6931471805599453,1.7668042454915618e-5
high,affinity,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,affirm,23,1.0659286115167561e-5,0,0
high,affirmation,40,1.8537888895943585e-5,0,0
high,affirmative,251,1.16325252822046e-4,0,0
high,affirmatively,10,4.634472223985896e-6,0,0
high,affirmed,13,6.024813891181666e-6,0,0
high,affirming,16,7.415155558377434e-6,0,0
high,affirms,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,affix,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,affixed,56,2.595304445432102e-5,0,0
high,affixing,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,afflicted,13,6.024813891181666e-6,0,0
high,afford,94,4.356403890546743e-5,0,0
high,afforda,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,affordabil,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,affordability,50,2.3172361119929483e-5,0.6931471805599453,1.606185677719602e-5
high,affordable,261,1.209597250460319e-4,0,0
high,afforded,109,5.051574724144627e-5,0,0
high,affording,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,affords,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,afghanistan,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aflatoxin,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,afoot,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,aforementioned,31,1.4366863894356278e-5,0,0
high,aforesaid,3,1.390341667195769e-6,0,0
high,africa,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,african,63,2.919717501111115e-5,0,0
high,aftercare,149,6.905363613738985e-5,0,0
high,afterschool,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,afterward,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,agai,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,agard,10,4.634472223985896e-6,0,0
high,age,3064,0.0014200022894292786,0,0
high,aged,69,3.197785834550268e-5,0,0
high,agement,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,agen,66,3.0587516678306913e-5,0,0
high,agencies,2374,0.0011002237059742517,0,0
high,agency,6442,0.0029855270066917144,0,0
high,agency's,129,5.9784691689418065e-5,0,0
high,agency’s,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,agenda,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,agendas,4,1.8537888895943585e-6,0,0
high,agent,997,4.6205688073139387e-4,0,0
high,agent's,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,agents,387,1.793540750682542e-4,0,0
high,agers,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,ages,69,3.197785834550268e-5,0,0
high,aggravate,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,aggravated,415,1.923305972954147e-4,0,0
high,aggravating,11,5.097919446384486e-6,0,0
high,aggravation,16,7.415155558377434e-6,0,0
high,aggre,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,aggregate,496,2.2986982230970045e-4,0,0
high,aggregated,51,2.363580834232807e-5,0,0
high,aggregates,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,aggregating,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aggregator,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,aggregator's,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,aggregators,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,aggression,10,4.634472223985896e-6,0,0
high,aggressive,6,2.780683334391538e-6,0,0
high,aggressors,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,aggrieved,41,1.9001336118342174e-5,0,0
high,aggrieved's,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,aging,201,9.315289170211652e-5,0,0
high,agitated,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,agitation,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,agnews,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ago,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,agonist,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,agonists,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,agraph,22,1.0195838892768973e-5,0,0
high,agree,294,1.3625348338518537e-4,0,0
high,agreeable,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,agreed,309,1.432051917211642e-4,0,0
high,agreeing,35,1.6220652783950637e-5,0,0
high,agreement,1825,8.457911808774261e-4,0,0
high,agreement's,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,agreements,466,2.1596640563774277e-4,0,0
high,agrees,185,8.573773614373909e-5,0,0
high,agricultural,164,7.60053444733687e-5,0,0
high,agriculture,160,7.415155558377434e-5,0,0
high,agriculture's,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,agrilife,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,aguiar,6,2.780683334391538e-6,0,0
high,aid,1137,5.269394918671964e-4,0,0
high,aidable,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,aide,361,1.6730444728589087e-4,0.6931471805599453,1.1596660593135524e-4
high,aide's,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
