bill_id,topic,gamma,topic_label,is_artifact
1439442,12,0.4007452616615077,Budget & Fiscal Provisions,FALSE
1439456,18,0.3965265666981048,Education & Community,FALSE
1439625,19,0.3451287239777359,Criminal Justice,FALSE
1440163,18,0.42511425424756777,Education & Community,FALSE
1440200,1,0.268461810321627,Involuntary & Inpatient Treatment,FALSE
1440245,10,0.1892944861176358,Workforce Licensing,FALSE
1440263,18,0.7833883012697597,Education & Community,FALSE
1440327,9,0.6095965134916652,Advisory Bodies & Task Forces,FALSE
1440333,19,7.16945471463963e-4,Criminal Justice,FALSE
1440414,18,0.6000912954066272,Education & Community,FALSE
1440728,9,0.7218222895439407,Advisory Bodies & Task Forces,FALSE
1440798,18,0.08660406996661481,Education & Community,FALSE
1440865,4,6.40430617968044e-4,General Regulatory Procedures,FALSE
1441363,12,0.5316409629656013,Budget & Fiscal Provisions,FALSE
1441514,19,0.1628228572385542,Criminal Justice,FALSE
1441826,4,6.765314858775553e-4,General Regulatory Procedures,FALSE
1441859,10,0.5793423306510002,Workforce Licensing,FALSE
1441889,12,0.7339948291800208,Budget & Fiscal Provisions,FALSE
1441981,19,0.4477013063101726,Criminal Justice,FALSE
1441982,18,0.3258151391977375,Education & Community,FALSE
1442199,8,6.579862492781406e-4,Healthcare Facilities & Licensing,FALSE
1442420,18,6.579862492781508e-4,Education & Community,FALSE
1442459,1,3.968808868963437e-4,Involuntary & Inpatient Treatment,FALSE
1442472,19,0.4080905026366567,Criminal Justice,FALSE
1442780,11,6.404306179680494e-4,Policy Equity & Conditions,FALSE
1442907,4,7.624946411326353e-4,General Regulatory Procedures,FALSE
1443520,10,5.929679538701589e-4,Workforce Licensing,FALSE
1443622,18,6.765314858775686e-4,Education & Community,FALSE
1443772,8,7.624946411326281e-4,Healthcare Facilities & Licensing,FALSE
1444001,18,0.6761892551999291,Education & Community,FALSE
1444026,11,7.169454714639528e-4,Policy Equity & Conditions,FALSE
1444192,15,0.640607161616215,Corporate & Regulatory,FALSE
1444399,18,5.396435786977644e-4,Education & Community,FALSE
1444445,18,0.2154544682305931,Education & Community,FALSE
1444454,10,0.24771920465462277,Workforce Licensing,FALSE
1444560,18,6.404306179680786e-4,Education & Community,FALSE
1444709,18,7.390188698021944e-4,Education & Community,FALSE
1444753,11,6.237874399034237e-4,Policy Equity & Conditions,FALSE
1444765,18,0.8946704580722408,Education & Community,FALSE
1444788,18,0.49962697715389526,Education & Community,FALSE
1444844,9,0.1676973981298285,Advisory Bodies & Task Forces,FALSE
1444874,16,0.1246206593343977,Insurance & Medicaid Coverage,FALSE
1445025,18,0.537472182624954,Education & Community,FALSE
