bill_id,entity,entity_type,n
1381712,diagnostic,ORG,1
1381712,dsm,ORG,1
1381712,health_and_safety_code,ORG,3
1381712,morbidity_review_committee,ORG,2
1381712,texas,GPE,2
1381712,the_american_psychiatric_association,ORG,1
1381712,the_health_and_human_services_commission,ORG,2
1381712,the_health_care_services,ORG,1
1381719,"5419_architectural_,_engineering",ORG,1
1381719,"6223_offices_of_physicians_,_offices_of_mental_health_practitioners",ORG,1
1381719,air_force,ORG,1
1381719,"armed_forces_,_army",ORG,1
1381719,computer_system_design_and_related_services,ORG,1
1381719,diagnostic_laboratories,ORG,1
1381719,general_medical_and_surgical_hospitals,ORG,1
1381719,insurance_carriers_and_related_activities,ORG,1
1381719,"management_,_scientific",ORG,1
1381719,marine_corps,ORG,1
1381719,medical,ORG,1
1381719,national_security,ORG,1
1381719,navy,ORG,1
1381719,north_american_industry_classification_system,ORG,1
1381719,other_financial_investments_and,ORG,1
1381719,outpatient_care_centers,ORG,1
1381719,psychiatric_and,ORG,1
1381719,related_activities,ORG,1
1381719,related_services,ORG,1
1381719,scientific_research_and_development_services,ORG,1
1381719,specialty_hospitals_922140_correctional_institutions,ORG,1
1381719,technical_consulting_services,ORG,1
1381719,technical_services_551_management_of_companies_and,ORG,1
1381719,the_north_american_industry_classification_system,ORG,1
1381719,transportation_and_warehousing,ORG,1
1381719,utilities,ORG,1
1381740,civil_practice_and_remedies,ORG,1
1381740,health_and_safety_code,ORG,1
1381740,thompson_of_harris_h.b.,ORG,1
1381787,america,GPE,2
1381787,diagnostic,ORG,1
1381787,health_and_safety_code,ORG,1
1381787,subchapter_l,ORG,1
1381787,subdivision,ORG,1
1381787,the_american_psychiatric_association,ORG,1
1381787,the_department_of_public_safety_of_the_state_of_texas,ORG,1
1381787,the_public_safety_commission,ORG,1
1381787,the_texas_department_of_transportation,ORG,1
1381827,medicaid,ORG,2
1381827,on_-_campus_mental_health_services,ORG,1
1381827,texas_constitution,ORG,1
1381827,the_health_and_human_services_commission,ORG,1
1382012,sections,ORG,1
1382012,the_texas_workforce_commission,ORG,1
1382054,adm,ORG,1
1382054,the_texas_department_of_criminal_justice,ORG,1
1382096,health_care_provider_section_3,ORG,1
1382096,kkr,ORG,1
1382096,mental_health_provider_sec,ORG,1
1382140,subdivision,ORG,1
1382140,the_department_of_family_and_protective_services,ORG,1
1382156,subdivision,ORG,1
1382156,the_department_of_family_and_protective_services,ORG,1
1382156,thompson_of_harris_h.b._no,ORG,1
1382260,health_care_provider_section_3,ORG,1
1382260,kkr,ORG,1
1382260,mental_health_provider_sec,ORG,1
1382314,criminal_justice_mental_health_service,ORG,1
1382314,fort_bend_county,GPE,6
1382314,fort_bend_county_sec,GPE,1
1382314,gcb,ORG,1
1382314,health_and_safety_code,ORG,1
1382314,house_of_representatives,ORG,1
1382314,texas_constitution,ORG,1
1382314,the_fort_bend_county_commissioners_court,ORG,1
1382314,the_fort_bend_county_mental_health_public_defender_'s_office,ORG,1
1382314,the_health_and_human_services_commission,ORG,1
1382390,firearm,ORG,2
1382390,health_and_safety_code,ORG,1
1382390,section_181.001,ORG,1
1382390,subdivision,ORG,1
1382390,the_department_of_public_safety_of_the_state_of_texas,ORG,1
1382390,the_health_insurance_portability_and_accountability_act,ORG,1
1382390,the_texas_department_of_public_safety,ORG,1
1382399,diagnostic,ORG,2
1382399,dsm,ORG,1
1382399,subdivision,ORG,1
1382399,the_american_psychiatric_association,ORG,2
1382447,medicaid,ORG,1
1382447,texas_constitution,ORG,1
1382447,the_centers_for_disease_control_and_prevention,ORG,1
1382447,the_department_of_state_health_services,ORG,7
1382447,the_health_and_human_services_commission,ORG,3
1382447,the_youth_risk_behavior_survey,ORG,1
1382447,thompson_of_harris_h.b.,ORG,1
1382487,medicaid,ORG,1
1382487,texas_constitution,ORG,1
1382487,the_centers_for_disease_control_and_prevention,ORG,1
1382487,the_department_of_state_health_services,ORG,7
1382487,the_health_and_human_services_commission,ORG,3
1382487,the_youth_risk_behavior_survey,ORG,1
1382508,civil_practice_and_remedies,ORG,1
1382508,health_and_safety_code,ORG,1
1382508,thompson_of_harris_h.b._no_.,ORG,1
1382752,health_care_provider_section_3,ORG,1
1382752,israel,GPE,1
1382752,kkr,ORG,1
1382752,mental_health_provider_sec,ORG,1
1382755,d)(8)-(12,ORG,1
1382755,subdivision,ORG,1
1382755,the_department_of_family_and_protective_services,ORG,5
1382765,the_department_of_family_and_protective_services,ORG,2
1382765,the_fostering_connections_to,ORG,1
1382846,cxp,ORG,1
1382846,texas_constitution,ORG,1
1382846,the_national_suicide_prevention_lifeline,ORG,1
1382913,ferpa,ORG,1
1382913,georgia,GPE,3
1382913,health_insurance_portability_and_accountability_act,ORG,1
1382913,hipaa,ORG,1
1382913,p.l._104_-_191,ORG,1
1382913,the_department_of_behavioral_health_and_developmental_disabilities,ORG,5
1382913,the_department_of_education,ORG,7
1382913,the_general_assembly_of,ORG,1
1382913,the_suicide_prevention_program,ORG,2
1383008,jcg_-_f,ORG,1
1383008,law_enforcement,ORG,1
1383008,the_texas_commission,ORG,1
1383817,health_and_safety_code,ORG,3
1383947,diagnostic,ORG,2
1383947,health_and_safety_code,ORG,2
1383947,human_resources_code,ORG,1
1383947,kkr,ORG,1
1383947,medicaid_services,ORG,1
1383947,postpartum,ORG,1
1383947,the_american_psychiatric_association,ORG,2
1383947,the_centers_for_medicare,ORG,1
1383947,the_health_and_human_services_commission,ORG,1
1384337,health_and_safety_code,ORG,2
1384337,the_department_of_state_health_services,ORG,1
1384904,department_of_law_enforcement,ORG,1
1384904,f.s.,GPE,3
1384904,florida,GPE,4
1384904,medicaid,ORG,5
1384904,peer,ORG,1
1384904,s._289_943.0583,ORG,1
1384904,s._394.9082(5,GPE,1
1384904,s._394.9082(8,ORG,1
1384904,s._397.417(5,GPE,1
1384904,s._435.07_375,ORG,1
1384904,s._943.05(4,GPE,1
1384904,the_12_department_of_children_and_families,ORG,1
1384904,the_193_department_of_law_enforcement,ORG,1
1384904,the_agency_for_health_care_209_administration,ORG,1
1384904,the_agency_for_health_care_376_administration,ORG,1
1384904,the_agency_for_health_care_administration,ORG,1
1384904,the_behavioral_health_services,ORG,1
1384904,the_department_221_of_law_enforcement,ORG,1
1384904,the_department_of_191_law_enforcement,ORG,1
1384904,the_department_of_corrections,ORG,1
1384904,the_department_of_law_enforcement,ORG,2
1384904,the_federal_bureau_of_investigation,ORG,2
1384904,the_legislature_of_the_state_of_florida,ORG,1
1384905,develop,ORG,1
1384905,drug,ORG,1
1384905,drug_enforcement_administration,ORG,2
1384905,f.s.,ORG,1
1384905,florida,GPE,2
1384905,provincial_psychology_boards,ORG,1
1384905,psychological_82_association_’s,ORG,1
1384905,s._490.007,ORG,1
1384905,the_27_board_of_pharmacy,ORG,1
1384905,the_american_psychological_association_’s,ORG,1
1384905,the_association_of_79_state_and,ORG,1
1384905,the_board_of_159_pharmacy,ORG,1
1384905,the_board_of_26_psychology,ORG,1
1384905,the_board_of_5_psychology,ORG,1
1384905,the_board_of_medicine,ORG,1
1384905,the_board_of_pharmacy,ORG,3
1384905,the_board_of_psychology_28,ORG,1
1384905,the_legislature_of_the_state_of_florida,ORG,1
1384905,the_psychopharmacology_78_examination_for_psychologists,ORG,1
1384905,the_united_states_department_of_defense,GPE,1
1385406,a_public_school_health_center_support_program,ORG,1
1385406,audit_requirements_for_federal_awards,ORG,1
1385406,california,GPE,3
1385406,centers_for_medicare,ORG,5
1385406,digest_ab_58,ORG,1
1385406,division_4,ORG,1
1385406,lea,ORG,6
1385406,medi_-_cal,ORG,10
1385406,medicaid,ORG,12
1385406,medicaid_services,ORG,4
1385406,medicaid_services_provider_reimbursement_manual_part,ORG,1
1385406,medicare_program,ORG,1
1385406,region_ix,ORG,1
1385406,the_commission_on_state_mandates,ORG,1
1385406,the_health_and_safety_code,ORG,2
1385406,the_lea_medi_-_cal,ORG,4
1385406,the_lea_medi_-_cal_billing_option,ORG,3
1385406,the_local_educational_agency_medi_-_cal_recovery_fund,ORG,2
1385406,the_public_school_health_center_support_program,ORG,1
1385406,the_special_deposit_fund,ORG,1
1385406,the_state_department_of_education,ORG,9
1385406,the_state_department_of_health_care_services,ORG,1
1385406,the_state_department_of_public_health,ORG,2
1385406,the_state_of_california,GPE,1
1385406,the_welfare_and_institutions_code,ORG,2
1385406,uniform_administrative_requirements,ORG,1
1385419,digest_ab_77,ORG,1
1385419,medi_-_cal,ORG,3
1385419,medicaid,ORG,1
1385419,no_local_program,ORG,1
1385419,petrie_-_norris,ORG,1
1385419,state_department_of_alcohol_and_drug_programs,ORG,1
1385419,the_drug_medi_-_cal,ORG,1
1385419,the_drug_medi_-_cal_treatment_program,ORG,1
1385419,the_medi_-_cal_specialty_mental_health_services_program,ORG,1
1385419,the_state_department_of_health_care_services,ORG,3
1385419,the_state_of_california,GPE,1
1385566,california,GPE,2
1385566,division_4,ORG,1
1385566,the_commission_on_state_mandates,ORG,1
1385566,the_state_department_of_education,ORG,1
1385566,the_state_of_california,GPE,1
1385566,united_states,GPE,1
1385577,california,GPE,1
1385577,dmv,ORG,5
1385577,grove,ORG,1
1385577,hertzberg,ORG,1
1385577,the_department_of_motor_vehicles,ORG,4
1385577,the_mental_health_awareness_fund,ORG,2
1385577,the_school_health_and_safety_office,ORG,1
1385577,the_state_department_of_education,ORG,7
1385577,the_state_of_california,GPE,1
1385577,the_state_treasury,ORG,2
1385841,covid-19,GPE,2
1385841,house,ORG,1
1385841,the_legislature_of_the_state_of_washington,ORG,1
1385841,the_washington_association_of_sheriffs,ORG,2
1385841,the_washington_association_of_sheriffs_and_police_chiefs,ORG,1
1385863,california,GPE,8
1385863,digest_ab_99,ORG,1
1385863,no_local_program,ORG,1
1385863,the_department_of_finance,ORG,1
1385863,the_office_of_planning_and_research,ORG,1
1385863,the_state_department_of_education,ORG,1
1385863,the_state_of_california,GPE,1
1387032,dallas,GPE,1
1387032,department_of_state_health_services,ORG,1
1387032,department_sec,ORG,1
1387032,gcb,ORG,1
1387032,health_and_safety_code,ORG,17
1387032,sections_481.120,ORG,1
1387032,texas_constitution,ORG,1
1387032,the_department_of_public_safety,ORG,3
1387032,the_federal_bureau_of_investigation,ORG,1
1387032,the_federal_drug_enforcement_administration,ORG,2
1387032,the_united_states,GPE,1
1387138,211_network,ORG,2
1387138,f.s.,GPE,1
1387138,florida,GPE,9
1387138,florida_211_network,ORG,5
1387138,florida_statutes,GPE,1
1387138,health_care_referral_services,ORG,1
1387138,hillsborough,GPE,1
1387138,manatee_c,ORG,1
1387138,pas_co,ORG,1
1387138,pinellas,GPE,1
1387138,polk,ORG,1
1387138,the_4_department_of_veterans_’_affairs,ORG,1
1387138,the_council_on_accreditation,ORG,1
1387138,the_crisis_center,ORG,1
1387138,the_department_of_27_veterans_’_affairs,ORG,1
1387138,the_department_of_veterans_’,ORG,1
1387138,the_department_of_veterans_’_98_affairs,ORG,1
1387138,the_department_of_veterans_’_99_affairs,ORG,1
1387138,the_department_of_veterans_’_affairs,ORG,4
1387138,the_florida_89,ORG,1
1387138,the_florida_veterans_’_care_95_coordination_p_rogram,ORG,1
1387138,the_florida_veterans_’_care_coordination_55_p_rogram,ORG,1
1387138,the_legislature_of_the_state_of_florida,ORG,1
1387138,the_national_alliance_of_information_and_referral_services,ORG,1
1387138,the_united_states_department_of,GPE,1
1387138,the_united_states_department_of_veterans_83_affairs,ORG,1
1387138,the_united_states_department_of_veterans_affairs,ORG,1
1387138,united_states_department_of_veterans_affairs,ORG,1
1387138,veterans_affairs,ORG,1
1387138,veterans_’_care_coordination_p_rogram,ORG,1
1387863,department_of_law_enforcement,ORG,1
1387863,f.s.,GPE,3
1387863,f_l_o_r_i_d_a_h,ORG,1
1387863,florida,GPE,3
1387863,medicaid,ORG,5
1387863,peer,ORG,1
1387863,s._394.9082(5,GPE,1
1387863,s._394.9082(8,ORG,1
1387863,s._397.417(5,GPE,1
1387863,s._435.07_375,ORG,1
1387863,s._943.05(4,GPE,1
1387863,the_193_department_of_law_enforcement,ORG,1
1387863,the_agency_for_health_care_209_administration,ORG,1
1387863,the_agency_for_health_care_administration,ORG,1
1387863,the_agency_for_health_care_coding_:_words,ORG,1
1387863,the_behavioral_health_services,ORG,1
1387863,the_department_221_of_law_enforcement,ORG,1
1387863,the_department_of_191_law_enforcement,ORG,1
1387863,the_department_of_children_and_families,ORG,1
1387863,the_department_of_corrections,ORG,1
1387863,the_department_of_law_enforcement,ORG,2
1387863,the_federal_bureau_of_investigation,ORG,1
1387863,the_federal_bureau_of_investigation_'s,ORG,1
1387863,the_legislature_of_the_state_of_florida,ORG,1
1388086,248,ORG,1
1388086,403,ORG,1
1388086,441_442_lc,ORG,1
1388086,american_psychiatric_association,ORG,4
1388086,diagnostic,ORG,4
1388086,fda,ORG,10
1388086,georgia,GPE,5
1388086,health_insurance_program,ORG,1
1388086,healthcare,ORG,6
1388086,medicaid,ORG,4
1388086,medicare,ORG,1
1388086,mental_health_parity,ORG,1
1388086,mental_health_parity_and_addiction_equity_act,ORG,11
1388086,n_)_service,ORG,2
1388086,nqtl,ORG,24
1388086,qtl,ORG,2
1388086,senate_insurance_and_labor_committee,ORG,2
1388086,social_security_act,ORG,2
1388086,state_children_'s,ORG,1
1388086,"the_""_mental_health_parity_act",ORG,1
1388086,the_american_society_of_addiction_medicine,ORG,4
1388086,the_care_management_organization,ORG,1
1388086,the_commissioner_of_insurance,ORG,1
1388086,the_department_of_community_health,ORG,4
1388086,the_general_assembly_of,ORG,1
1388086,the_house_insurance_committee,ORG,2
1388086,the_international_classification_of_diseases_(,ORG,4
1388086,the_mental_health_parity_and_addiction_equity_act,ORG,1
1388086,the_state_of_georgia_'s,ORG,1
1388086,the_united_states_food_and_drug_administration,ORG,2
1388086,title_xxi,ORG,1
1388086,world_health_organization,ORG,4
1388894,394.658_criminal_justice,ORG,1
1388894,b)1,ORG,1
1388894,f.s.,GPE,3
1388894,f_l_o_r_i_d_a_h,ORG,1
1388894,flagler,GPE,4
1388894,flagler,ORG,2
1388894,florida,GPE,2
1388894,florida_statutes,GPE,1
1388894,house,ORG,1
1388894,mental_health,ORG,1
1388894,pilot_program,ORG,1
1388894,putnam,GPE,6
1388894,s._287_456.47(1,ORG,1
1388894,substance_40_abuse_reinvestment_grant_program,ORG,1
1388894,the_florida_303_rules_of_criminal_procedure,ORG,1
1388894,the_florida_rules_of_criminal_342_procedure,ORG,1
1388894,the_florida_rules_of_criminal_procedure,ORG,1
1388894,the_legislature_of_the_state_of_florida,ORG,1
1388894,the_misdemeanor_mental_170_health_diversion_pilot_program,ORG,1
1388894,the_misdemeanor_mental_health_diversion_pilot_program,ORG,1
1388894,volusia,GPE,5
1388894,volusia,ORG,1
1389087,new_york,GPE,1
1389087,the_committee_on_agriculture_an,ORG,1
1389370,medicaid,ORG,1
1389370,medicare,ORG,1
1389370,new_york,GPE,1
1389370,the_committee_on_higher_education,ORG,1
1389370,the_state_board_of_pharmacy,ORG,1
1389370,the_united_states,GPE,1
1389529,new_york,GPE,1
1389529,the_assembly_committee,ORG,1
1389529,the_committee_on_alcoholism_and_drug_abuse_an_act,ORG,1
1389535,aubry,ORG,1
1389535,cymbrowitz,ORG,1
1389535,dinowitz,ORG,1
1389535,multi_-_sponsored,ORG,1
1389535,new_york,GPE,1
1389535,otis,ORG,1
1389535,the_committee_on_health_an_act,ORG,1
1389550,medicaid,ORG,1
1389550,medicare,ORG,1
1389550,new_york,GPE,2
1389550,s._58_4_1_(_ii,ORG,1
1389550,the_committee_on_higher_education,ORG,1
1389550,the_state_board_of_pharmacy,ORG,1
1389550,the_united_states,GPE,1
1389625,macy,ORG,1
1389625,new_york,GPE,2
1389625,the_committee_on_higher_education,ORG,1
1389625,the_state_board_of_pharmacy,ORG,1
1389625,the_united_states,GPE,1
1389708,cuny,ORG,1
1389708,new_york,GPE,5
1389708,suny,ORG,1
1389708,the_committee_on_higher_education,ORG,1
1389825,"brooks_,_felder",ORG,1
1389825,gaughran,ORG,1
1389825,gounardes,ORG,1
1389825,new_york,GPE,1
1389825,skoufis,ORG,1
1389825,the_committee_on_codes,ORG,1
1389862,new_york,GPE,1
1389862,stirpe,ORG,1
1389862,the_committee_on_alcoholism_and_drug_abuse_an_act,ORG,1
1389862,the_department_of_health,ORG,2
1389891,new_york,GPE,1
1389891,the_committee_on_education_an,ORG,1
1389937,new_york,GPE,3
1389937,the_committee_on_mental_health_an_act,ORG,1
1390036,homeland_securi-_ty,GPE,1
1390036,new_york,GPE,2
1390036,the_committee_on_veterans,ORG,1
1390036,united_states_department_of,ORG,1
1390036,veterans_affairs,ORG,1
1390167,centers_for_disease_14_control_and_prevention,ORG,1
1390167,centers_for_disease_4_control_and_prevention,ORG,1
1390167,new_york,GPE,5
1390167,s._82_3,ORG,1
1390167,the_committee_on_education_an,ORG,1
1390167,the_family_acceptance_project,ORG,1
1390167,the_jason_foundation,ORG,1
1390167,the_national_12_suicide_prevention_lifeline,ORG,1
1390167,the_united_states,GPE,1
1390218,abinanti,ORG,1
1390218,center,GPE,1
1390218,central_islip_psychiatric_center,ORG,1
1390218,gowanda_23_psychiatric_center,ORG,1
1390218,lupardo,ORG,1
1390218,multi_-_sponsored,ORG,1
1390218,new_york,GPE,1
1390218,palmesano,ORG,1
1390218,psychiatric_center,ORG,1
1390218,the_committee_on_mental_health_an_act,ORG,1
1390218,the_department_of_civil_service,ORG,2
1390218,willard_psychiatric_center,ORG,1
1390274,new_york,GPE,1
1390274,the_committee_on_higher_education,ORG,1
1390297,agricul-,ORG,1
1390297,boyle,ORG,1
1390297,committee,ORG,1
1390297,new_york,GPE,1
1390297,tedisco,ORG,1
1390362,cook,ORG,1
1390362,cruz,ORG,1
1390362,fda,ORG,1
1390362,federal_food_and_drug_administration,ORG,2
1390362,medicaid,ORG,1
1390362,new_york,GPE,2
1390362,seawright,ORG,1
1390362,the_committee_on_correction_an_act,ORG,1
1390453,abinanti,ORG,1
1390453,b._educational,ORG,1
1390453,b._modeling,ORG,1
1390453,barrett,ORG,1
1390453,c._educational,ORG,1
1390453,cle,ORG,1
1390453,committee,ORG,1
1390453,"davila_,_de_la_rosa",ORG,1
1390453,englebright,ORG,1
1390453,lupardo,ORG,1
1390453,multi_-_sponsored,ORG,1
1390453,new_york,GPE,2
1390453,niou,ORG,1
1390453,ny,GPE,2
1390453,otis,ORG,1
1390453,seawright,ORG,1
1390453,the_national_15_institute_of_health_'s,ORG,1
1390453,united_states,GPE,1
1390645,new_york,GPE,1
1390645,"the_committee_on_crime_victims_,_crime_and_correction_an_act",ORG,1
1390645,the_state_department,ORG,1
1390650,new_york,GPE,5
1390650,the_national_association_of_school_22,ORG,1
1390756,agricul-,ORG,1
1390756,boyle,ORG,1
1390756,committee,ORG,1
1390756,new_york,GPE,1
1390756,tedisco,ORG,1
1390852,new_york,GPE,1
1390852,the_committee_on_health_an_act,ORG,1
1390856,lbd02930_-_01_-_1_s.,ORG,1
1390856,medicaid,ORG,1
1390856,medicare,ORG,1
1390856,new_york,GPE,1
1390856,the_committee_on_higher_education,ORG,1
1390856,the_state_board_of_pharmacy,ORG,1
1390856,the_united_states,GPE,1
1390883,abinanti,ORG,1
1390883,christian_science,ORG,1
1390883,cruz,ORG,1
1390883,de_la_rosa,ORG,1
1390883,ees,ORG,1
1390883,fahy,ORG,1
1390883,health_home_care_management_agency,ORG,1
1390883,hevesi,ORG,1
1390883,lalor,ORG,1
1390883,lupardo,ORG,1
1390883,mcdonough,ORG,1
1390883,mikulin,ORG,1
1390883,montesano,ORG,1
1390883,multi_-_sponsored,ORG,1
1390883,new_york,GPE,3
1390883,nial_registration_period,ORG,1
1390883,otis,ORG,1
1390883,reyes,ORG,1
1390883,stirpe,ORG,1
1390883,the_committee_on_higher_education,ORG,1
1390883,the_department_of_health,ORG,1
1390883,walsh,ORG,1
1390883,zebrowski,ORG,1
1390961,kaplan,ORG,1
1390961,new_york,GPE,1
1390961,the_committee_on_mental_health_and_developmental_disabilities_an_act,ORG,1
1390996,addabbo,ORG,1
1390996,biaggi,ORG,1
1390996,new_york,GPE,1
1390996,parker,ORG,1
1390996,sbirt,ORG,2
1390996,the_committee_on_alcoholism_and_substance_abuse_an_act,ORG,1
1391095,ees,ORG,1
1391095,new_york,GPE,1
1391095,the_committee_on_ways_and_means_an_act,ORG,1
1391095,xlvi,ORG,1
1391104,multi_-_sponsored,ORG,1
1391104,new_york,GPE,1
1391104,the_committee_on_codes_an,ORG,1
1391110,new_york,GPE,1
1391110,parker,ORG,1
1391110,persaud,ORG,1
1391110,the_committee_on_alcoholism_and_substance_abuse_an_act,ORG,1
1391162,new_york,GPE,1
1391162,the_committee_on_alcoholism_and_drug_abuse_an_act,ORG,1
1391224,new_york,GPE,1
1391224,the_committee_on_health_an_act,ORG,1
1391241,new_york,GPE,1
1391241,the_committee_on_codes_an,ORG,1
1391261,new_york,GPE,1
1391261,the_committee_on_mental_health_an_act,ORG,1
1391261,vanel,ORG,1
1391365,abinanti,ORG,1
1391365,bb,GPE,4
1391365,byrne,ORG,1
1391365,medicaid,ORG,1
1391365,montesano,ORG,1
1391365,multi_-_sponsored,ORG,1
1391365,new_york,GPE,1
1391365,the_committee_on_insurance_an_act,ORG,1
1391365,walsh,ORG,1
1391468,colton,GPE,1
1391468,englebright,ORG,1
1391468,magnarelli,ORG,1
1391468,montesano,GPE,1
1391468,new_york,GPE,1
1391468,the_committee_on_insurance_an_act,ORG,1
1391482,cle,ORG,1
1391482,new_york,GPE,1
1391482,salka,ORG,1
1391482,sayegh,ORG,1
1391482,the_committee_on_health_an_act,ORG,1
1391482,the_medical_society_of_8_the_state_of_new_york,ORG,1
1391482,the_medical_society_of_the_state_of_7_new_york,ORG,1
1391482,the_new_york_state_osteopathic_society,ORG,2
1391656,new_york,GPE,2
1391656,the_committee_on_judiciary_an_act,ORG,1
1391656,the_united_49_states,GPE,1
1391810,new_york,GPE,1
1391810,the_committee_on_mental_health,ORG,1
1391853,1063_state,ORG,1
1391853,house,ORG,1
1391853,the_council_on_social_work_education,ORG,1
1391853,the_legislature_of_the_state_of,ORG,1
1391853,washington,GPE,1
1392073,comrie,ORG,1
1392073,new_york,GPE,6
1392073,s._561_3_1,ORG,1
1392073,the_committee_on_mental_health_and_developmental_disabilities_an_act,ORG,1
1392073,york,GPE,1
1392149,house,ORG,1
1392149,social_services_records,ORG,1
1392149,the_department_of_health,ORG,2
1392149,the_health_care_authority,ORG,2
1392149,the_legislature_of_the_state_of_washington,ORG,1
1392149,washington,GPE,2
1392149,washington_67th_legislature,ORG,1
1392188,"a._""_board",ORG,1
1392188,college_of_professional_psychology,ORG,1
1392188,drug_enforcement_agency,ORG,2
1392188,new_york,GPE,1
1392188,s._560_3_1,ORG,1
1392188,s._560_4_1_(_ii,ORG,1
1392188,the_american_psychological_association,ORG,1
1392188,the_american_psychological_association_'s,ORG,1
1392188,the_committee_on_higher_education,ORG,1
1392188,the_state_board_of_pharmacy,ORG,2
1392188,the_u.s._drug_enforcement_14_administration,ORG,1
1392217,biaggi,ORG,1
1392217,comrie,ORG,1
1392217,jackson,GPE,1
1392217,lbd02633_-_01_-_1_s._563_2_1,ORG,1
1392217,new_york,GPE,1
1392217,the_committee_on_education_an,ORG,1
1392229,texas_constitution,ORG,1
1392229,the_national_suicide_prevention_lifeline,ORG,2
1392297,new_york,GPE,1
1392297,s._679,ORG,1
1392297,sory_board,ORG,3
1392297,the_committee_on_alcoholism_and_substance_abuse_an_act,ORG,1
1392384,empire_state_trail,ORG,1
1392384,kings,GPE,1
1392384,nassau,GPE,3
1392384,new_york,GPE,1
1392384,queens,GPE,3
1392384,suffolk,GPE,1
1392384,the_brooklyn_queens_greenway,ORG,2
1392384,the_committee_on_cultural_affairs,ORG,1
1392384,the_long_island_motor_4_parkway,ORG,1
1392384,the_long_island_motor_parkway,ORG,1
1392866,new_york,GPE,1
1392866,the_committee_on_health_an_act,ORG,1
1393574,new_25_york,GPE,1
1393574,new_york,GPE,14
1393574,the_committee_on_rules_an_act,ORG,1
1393574,the_state_commission,ORG,1
1393593,cuny,ORG,1
1393593,new_york,GPE,5
1393593,suny,ORG,1
1393593,the_committee_on_higher_education,ORG,1
1393909,alaska,GPE,4
1393909,coordinate,ORG,1
1393909,develop,ORG,1
1393909,dui_court,ORG,1
1393909,g_)_monitor,ORG,1
1393909,habilitative,ORG,8
1393909,l_)_treatment,ORG,1
1393909,medicaid,ORG,8
1393909,medicare,ORG,1
1393909,rcw_10.77.086(4,ORG,5
1393909,rcw_18.320.010,ORG,4
1393909,rcw_4.24.550,ORG,2
1393909,rcw_71.05.020,ORG,3
1393909,rcw_71.05.210,ORG,3
1393909,rcw_71.05.215,ORG,3
1393909,rcw_71.05.280(3,ORG,4
1393909,rcw_71.24.025,ORG,4
1393909,rcw_71a.10.020(5,ORG,4
1393909,s-0246.1_senate_bill_5073,ORG,1
1393909,spouse,ORG,1
1393909,the_american_medical_association,ORG,4
1393909,the_behavioral_health_service_provider,ORG,14
1393909,the_department_of_children,ORG,2
1393909,the_department_of_health,ORG,21
1393909,the_department_of_social_and_health_services_shall,ORG,2
1393909,the_health_care_authority,ORG,3
1393909,the_legislature_of_the_state_of,ORG,1
1393909,the_mental_health_service_agency,ORG,1
1393909,washington,GPE,13
1393940,coordinate,ORG,1
1393940,develop,ORG,1
1393940,g_)_monitor,ORG,1
1393940,medicaid,ORG,8
1393940,medicare,ORG,1
1393940,rcw_4.24.550,ORG,2
1393940,rcw_71.05.215,ORG,1
1393940,rcw_71.05.280(3,ORG,4
1393940,spouse,ORG,1
1393940,the_behavioral_health_service_provider,ORG,8
1393940,the_department_of_children,ORG,2
1393940,the_department_of_health,ORG,5
1393940,the_health_care_authority,ORG,3
1393940,the_legislature_of_the_state_of,ORG,1
1393940,the_mental_health_service_agency,ORG,1
1393940,washington,GPE,1
1393940,washington_67th_legislature,ORG,1
1394269,new_york,GPE,1
1394269,the_committee_on_education_an,ORG,1
1394269,the_patient_health,ORG,1
1394291,7_)_monitor,ORG,1
1394291,house,ORG,1
1394291,medicaid,ORG,3
1394291,rcw_43.190.020,ORG,1
1394291,the_behavioral_health_administrative_services_organization,ORG,2
1394291,the_legislature_of_the_state_of_washington,ORG,1
1394291,the_united_states,GPE,1
1394327,mental_health_services,ORG,1
1394327,mental_health_services_fund,ORG,1
1394327,mhsa,ORG,3
1394327,no_local_program,ORG,1
1394327,the_mental_health_services_act,ORG,2
1394327,the_state_of_california,GPE,1
1394885,bronx_county,GPE,1
1394885,new_york,GPE,2
1394885,the_committee_on_aging_an_act,ORG,1
1395061,gcb,ORG,1
1395391,centers_for_medicare,ORG,1
1395391,digest_key_vote,ORG,1
1395391,medi_-_cal,ORG,8
1395391,medicaid,ORG,1
1395391,medicaid_services,ORG,1
1395391,the_drug_medi_-_cal,ORG,3
1395391,the_drug_medi_-_cal_treatment_program,ORG,3
1395391,the_state_department_of_health_care_services,ORG,1
1395391,the_state_of_california,GPE,1
1395391,the_welfare_and_institutions_code,ORG,2
1395734,new_york,GPE,1
1395734,s.8608_-_a,ORG,1
1395734,s.8608_-_a_and,ORG,1
1395983,cxp,ORG,1
1395983,texas_constitution,ORG,1
1395983,the_national_suicide_prevention_lifeline,ORG,2
1396017,medicaid,ORG,1
1396017,new_york,GPE,1
1396017,the_committee_on_mental_health_an_act,ORG,1
1396123,bb,GPE,4
1396123,buttenschon,ORG,1
1396123,carroll,ORG,1
1396123,cruz,ORG,1
1396123,fahy,ORG,1
1396123,lbd05221,ORG,1
1396123,lupardo,ORG,1
1396123,magnarelli,ORG,1
1396123,mcmahon,ORG,1
1396123,new_york,GPE,1
1396123,rozic,ORG,1
1396123,santabarbara,ORG,1
1396123,steck,ORG,1
