bill_id,entity,entity_type,n
1454612,the_26_department_of_public_health,ORG,1
1454612,the_2_department_of_healthcare_and_family_services,ORG,1
1454612,the_8_department,ORG,1
1454612,the_8_world_health_organization_'s_international_classification_of_9_disease,ORG,1
1454612,the_9_department_of_healthcare_and_family_services,ORG,1
1454612,the_american_psychiatric_association_'s,ORG,1
1454612,the_american_society_of_18_addiction_medicine,ORG,1
1454612,the_american_society_of_26_addiction_medicine,ORG,1
1454612,the_american_society_of_addiction_12_medicine,ORG,1
1454612,the_american_society_of_addiction_25_medicine,ORG,1
1454612,the_american_society_of_addiction_medicine,ORG,3
1454612,the_department_of_13_healthcare_and_family_services,ORG,1
1454612,the_department_of_22_healthcare_and_family_services,ORG,1
1454612,the_department_of_human_hb2595_-_18_-_lrb102_10633,ORG,1
1454612,the_department_of_insurance,ORG,1
1454612,the_generally_5_accepted_standards_of_behavioral_health_care_act,ORG,1
1454612,the_health_care_service,ORG,2
1454612,the_health_carrier_26_external_review_act,ORG,1
1454612,the_health_carrier_external,ORG,1
1454612,the_health_carrier_external_20,ORG,1
1454612,the_health_carrier_external_review_act,ORG,3
1454612,the_illinois_16_general_assembly,ORG,1
1454612,the_illinois_2_insurance_code,ORG,1
1454612,the_illinois_3_general_assembly,ORG,1
1454612,the_illinois_department_of,ORG,1
1454612,the_illinois_department_of_hb2595_-_7_-_lrb102_10633,ORG,1
1454612,the_illinois_department_of_public_19_health,ORG,1
1454612,the_illinois_department_of_public_health,ORG,1
1454612,the_illinois_insurance_code,ORG,3
1454612,the_national_alliance_on_mental_2_illness,ORG,1
1454612,the_nonprofit_professional_association,ORG,2
1454612,the_parity_advancement_fund_26,ORG,1
1454612,the_patient_protection_and_affordable_care_act,ORG,1
1454612,the_state_of_illinois,ORG,1
1454612,the_substance_21_use_disorder_act,ORG,1
1454612,the_substance_23_use_disorder_act,ORG,1
1454612,the_substance_abuse_and,ORG,2
1454612,the_substance_use_disorder_act,ORG,3
1454612,the_treatment_criteria,ORG,1
1454612,the_u.s._census_bureau,ORG,1
1454612,the_u.s._center_for_disease_control,ORG,2
1454612,the_u.s._department_of_veterans_21_affairs,ORG,1
1454612,the_united_states_district_court,GPE,1
1454612,the_united_states_food_2,ORG,1
1454612,the_united_states_food_and_drug_16_administration,ORG,1
1454612,the_united_states_food_and_drug_25_administration,ORG,1
1454612,the_united_states_food_and_drug_administration,ORG,1
1454612,the_united_states_food_and_drug_administration_6,ORG,1
1454612,the_world_health_16_organization_'s_international_statistical_classification_of,ORG,1
1454612,treatment_criteria_for_addictive,ORG,1
1454612,u.s.c.,ORG,1
1454612,united_22_behavioral_health,ORG,1
1454612,united_behavioral_19_health,ORG,1
1454612,united_behavioral_health,ORG,2
1454612,wit,GPE,1
1454612,wit_v._united_12,GPE,1
1454693,american_psychiatric_association,ORG,3
1454693,beverly,GPE,1
1454693,diagnostic,ORG,5
1454693,georgia,GPE,3
1454693,house,ORG,1
1454693,the_general_assembly_of,ORG,1
1454693,the_international_classification_of_diseases_(,ORG,3
1454693,world_health_organization,ORG,3
1454884,digest_ab_883,ORG,1
1454884,no_local_program,ORG,1
1454884,the_state_of_california,GPE,1
1454936,digest_ab_935,ORG,1
1454936,knox_-_keene_health_care_service,ORG,1
1454936,the_department_of_insurance,ORG,1
1454936,the_department_of_managed_health_care,ORG,1
1454936,the_health_and_safety_code,ORG,2
1454936,the_state_of_california,GPE,1
1454941,california_community_colleges,ORG,1
1454941,college_mental_health_services,ORG,1
1454941,college_mental_health_services_program,ORG,1
1454941,digest_ab_940,ORG,1
1454941,division_5,ORG,2
1454941,local_mental_health_services_fund,ORG,1
1454941,mental_health_services_fund,ORG,2
1454941,the_board_of_governors,ORG,3
1454941,the_board_of_regents_of_the_university_of_california,ORG,3
1454941,the_board_of_trustees,ORG,3
1454941,the_california_behavioral_health_planning_council,ORG,2
1454941,the_california_community_colleges,ORG,3
1454941,the_california_sate_university,ORG,1
1454941,the_california_state_university,ORG,3
1454941,the_campus_mental_health_services_program,ORG,1
1454941,the_college_mental_health_services_program,ORG,2
1454941,the_college_mental_health_services_program_act,ORG,1
1454941,the_county_behavioral_health_directors_association_of_california,ORG,1
1454941,the_local_mental_health_services_fund,ORG,1
1454941,the_mental_health_services_act,ORG,1
1454941,the_mental_health_services_fund,ORG,2
1454941,the_mental_health_services_oversight_and_accountability_commission,ORG,5
1454941,the_office_of_statewide_health_planning_and_development,ORG,2
1454941,the_state_department_of_health_care_services,ORG,3
1454941,the_state_department_of_public_health,ORG,2
1454941,the_state_mental_health_services_fund,ORG,1
1454941,the_state_of_california,GPE,1
1454941,the_university_of_california,ORG,1
1454941,the_welfare_and_institutions_code,ORG,3
1454941,university_of_california,ORG,1
1455011,no_local_program,ORG,1
1455011,the_assisted_outpatient_treatment_demonstration_project_act,ORG,1
1455011,the_state_of_california,GPE,1
1455011,the_welfare_and_institutions_code,ORG,2
1455012,audiology,ORG,1
1455012,california,GPE,4
1455012,california_state_university,ORG,2
1455012,division_2,ORG,3
1455012,division_4,ORG,1
1455012,iep,ORG,2
1455012,ifsp,ORG,2
1455012,knox_-_keene_health_care_service,ORG,1
1455012,lea,ORG,30
1455012,medi_-_cal,ORG,21
1455012,medicaid,ORG,2
1455012,medicaid_program,ORG,1
1455012,medicare,ORG,2
1455012,mental_health_parity_and_addiction_equity_act,ORG,3
1455012,mou,ORG,8
1455012,noncoverage_of_services,ORG,1
1455012,sections,ORG,2
1455012,social_security_disability_insurance,ORG,2
1455012,the_assembly_committee_on_budget,ORG,1
1455012,the_business_and_professions,ORG,2
1455012,the_business_and_professions_code,ORG,2
1455012,the_commission_on_state_mandates,ORG,1
1455012,the_department_of_insurance,ORG,2
1455012,the_department_of_managed_health_care,ORG,2
1455012,the_health_and_safety_code,ORG,4
1455012,the_health_care_service,ORG,8
1455012,the_senate_committee_on_budget_and_fiscal_review,ORG,1
1455012,the_state_department_of_health_care_services,ORG,4
1455012,the_state_of_california,GPE,1
1455012,the_welfare_and_institutions_code,ORG,5
1455012,university_of_california,ORG,2
1455018,8)_develop,ORG,1
1455018,california,GPE,1
1455018,"human_resources_,_education",ORG,1
1455018,innovative_programs,ORG,1
1455018,melendez_.,ORG,1
1455018,mental_health_services,ORG,2
1455018,mental_health_services_oversight_and_accountability_commission,ORG,1
1455018,mhsa,ORG,1
1455018,no_local_program,ORG,1
1455018,the_assembly_committee_on_health,ORG,1
1455018,the_california_behavioral_health_planning_council,ORG,1
1455018,the_california_health_and_human_services_agency,ORG,2
1455018,the_children_’s_mental_health_services_act,ORG,1
1455018,the_county_behavioral_health_directors_association_of_california,ORG,2
1455018,the_labor_and_workforce_development_agency,ORG,1
1455018,the_mental_health_services_act,ORG,4
1455018,the_mental_health_services_oversight_and_accountability_commission,ORG,2
1455018,the_office_of_statewide_health_planning_and_development,ORG,1
1455018,the_senate_committee_on_health,ORG,1
1455018,the_senate_committee_on_human_services,ORG,1
1455018,the_state_department_of_health_care_services,ORG,5
1455018,the_state_of_california,GPE,1
1455018,the_welfare_and_institutions_code,ORG,2
1455018,training_programs,ORG,1
1455029,grove,ORG,1
1455029,the_california_health_and_human_services_agency,ORG,1
1455029,the_health_and_safety_code,ORG,2
1455029,the_mental_health_services_oversight_and_accountability_commission,ORG,2
1455029,the_state_department_of_education,ORG,2
1455029,the_state_department_of_public_health,ORG,1
1455029,the_state_of_california,GPE,1
1455029,the_university_of_california,ORG,2
1455058,f.s.,GPE,1
1455058,florida,GPE,1
1455058,s._394.455,ORG,1
1455058,the_legislature_of_the_state_of_florida,ORG,1
1455144,firearm_services_20_fund,ORG,1
1455144,firearm_services_fund,ORG,3
1455144,hb2627_-_2_-_lrb102_10020,ORG,1
1455144,hb2627_lrb102_10020,ORG,1
1455144,the_mental_health_reporting_21_fund,ORG,1
1455144,the_mental_health_reporting_fund,ORG,3
1455144,the_state_crime_22_laboratory_fund,ORG,1
1455144,the_state_crime_laboratory,ORG,1
1455144,the_state_crime_laboratory_5_fund,ORG,1
1455144,the_state_crime_laboratory_fund,ORG,1
1455295,air_force,ORG,1
1455295,central_management_services,ORG,1
1455295,coast_guard_reserve,ORG,1
1455295,employment_security,ORG,1
1455295,family_services,ORG,1
1455295,financial_and_professional_15_regulation,ORG,1
1455295,health_and_human_services_4,ORG,1
1455295,healthcare,ORG,1
1455295,house,ORG,1
1455295,house_of_representatives,ORG,1
1455295,human_services,ORG,1
1455295,illinois,GPE,7
1455295,illinois_joining_forces,ORG,4
1455295,illinoisans,ORG,1
1455295,implementation_academies,ORG,1
1455295,innovation_and_technology,ORG,1
1455295,labor,ORG,1
1455295,lottery,ORG,1
1455295,marine_corps_reserve,ORG,1
1455295,mental_health_services,ORG,1
1455295,natural_resources,ORG,1
1455295,samhsa,ORG,2
1455295,the_14_commission,ORG,1
1455295,the_17_commission,ORG,1
1455295,the_24_commission,ORG,1
1455295,the_departments_of_military_affairs,ORG,1
1455295,the_environmental_protection_13_agency,ORG,1
1455295,the_governor_'s_office,ORG,1
1455295,the_illinois_air_national_guard,ORG,1
1455295,the_illinois_army_national_guard,ORG,1
1455295,the_illinois_board,ORG,1
1455295,the_illinois_emergency_management_9_agency,ORG,1
1455295,the_illinois_joining_forces_13_board,ORG,1
1455295,the_illinois_joining_forces_foundation,ORG,1
1455295,the_illinois_national_14_guard,ORG,1
1455295,the_illinois_supreme_court,ORG,1
1455295,the_open_meetings_act,ORG,1
1455295,the_state_superintendent_of_education,ORG,1
1455295,the_substance_abuse_and,ORG,1
1455295,the_u.s._department_of,ORG,1
1455295,the_u.s._department_of_health_and_human_services,ORG,1
1455295,the_u.s._department_of_housing_and_urban_development,ORG,1
1455295,the_united_states_armed_forces,GPE,1
1455295,the_united_states_army,ORG,1
1455295,the_united_states_coast_guard,GPE,1
1455295,the_united_states_navy,ORG,1
1455295,the_veterans_suicide_4_prevention_commission,ORG,1
1455295,the_veterans_suicide_prevention_commission,ORG,1
1455295,the_veterans_suicide_prevention_commission_act,ORG,1
1455295,transportation,ORG,1
1455295,u.s._department_of_veterans_affairs,ORG,1
1455295,united_states,GPE,2
1455295,united_states_air_21_force_reserve,ORG,1
1455295,united_states_army_19_reserve,ORG,1
1455295,united_states_navy_23_reserve,ORG,1
1455295,veterans,ORG,2
1455295,veterans_suicide_prevention_commission,ORG,1
1455295,veterans_suicide_prevention_commission_act,ORG,1
1455350,cfr,ORG,1
1455350,cpf,ORG,4
1455350,illinois,GPE,1
1455350,the_23_department_of_state_police,ORG,1
1455350,the_firearm_dealer_license_certification_act,ORG,2
1455350,the_illinois_12_state_police,ORG,1
1455574,1_department,ORG,1
1455574,cfr,ORG,1
1455574,departments_of_human_8_services,ORG,1
1455574,dsp,ORG,3
1455574,family_services,ORG,4
1455574,general_12_assembly,ORG,1
1455574,general_15_assembly,ORG,1
1455574,general_24_assembly,ORG,1
1455574,healthcare,ORG,3
1455574,icf_/_dd,ORG,2
1455574,illinois,GPE,7
1455574,institutions_for_mental_disease,ORG,1
1455574,intermediate_care_facilities,ORG,1
1455574,long_term_care,ORG,7
1455574,mc_/_dd,ORG,4
1455574,mc_/_dd_facilities,ORG,4
1455574,mds,ORG,4
1455574,medicaid,ORG,1
1455574,medicaid_services,ORG,2
1455574,medicare,ORG,1
1455574,standard_department_of_healthcare_and_family_services,ORG,1
1455574,the_101st_general_2_assembly,ORG,1
1455574,the_101st_general_assembly,ORG,1
1455574,the_102nd_general_assembly,ORG,1
1455574,the_102nd_general_assembly_to,ORG,1
1455574,the_12_department_of_public_health,ORG,1
1455574,the_18_american_network_of_community_options_and_resources_(_ancor,ORG,1
1455574,the_18_department,ORG,1
1455574,the_24_department_of_public_health,ORG,1
1455574,the_2_department,ORG,1
1455574,the_2_department_of_healthcare_and_family_services,ORG,1
1455574,the_4_illinois_department,ORG,1
1455574,the_7_department_of_public_aid,ORG,1
1455574,the_centers_for_medicare,ORG,2
1455574,the_community_3_disability_living_wage_act,ORG,1
1455574,the_department_6,ORG,1
1455574,the_department_of_8_healthcare_and_family_services,ORG,1
1455574,the_department_of_healthcare_4,ORG,1
1455574,the_department_of_healthcare_and_family_services,ORG,3
1455574,the_department_of_human_services,ORG,1
1455574,the_department_of_public_aid,ORG,2
1455574,the_department_of_public_health,ORG,18
1455574,the_department_of_public_health_11,ORG,1
1455574,the_department_of_public_health_19,ORG,3
1455574,the_department_of_public_health_21,ORG,1
1455574,the_department_of_public_health_3,ORG,1
1455574,the_department_of_public_health_4,ORG,1
1455574,the_department_of_public_health_5,ORG,2
1455574,the_department_of_public_health_7,ORG,1
1455574,the_department_of_public_health_9,ORG,1
1455574,the_illinois_16_administrative_procedure_act,ORG,1
1455574,the_illinois_3_administrative_procedure_act,ORG,1
1455574,the_illinois_administrative_18_procedure_act,ORG,1
1455574,the_illinois_administrative_code,ORG,1
1455574,the_illinois_administrative_procedure,ORG,1
1455574,the_illinois_administrative_procedure_act,ORG,1
1455574,the_illinois_department,ORG,1
1455574,the_illinois_department_'s,ORG,1
1455574,the_illinois_public_aid_code,ORG,2
1455574,the_ligas_19_consent_decree,ORG,1
1455574,the_mc_/_dd_act,ORG,2
1455574,the_mental_health_and,ORG,3
1455574,the_nursing_home_care,ORG,1
1455574,the_nursing_home_care_act,ORG,21
1455574,the_social_security_act,ORG,1
1455574,the_specialized_mental_health_rehabilitation_act,ORG,1
1455574,the_state_of_illinois,ORG,2
1455574,the_u.s._17_department_of_health_and_human_services,ORG,1
1455574,the_u.s._department_of_health_and_human_5_services,ORG,1
1455574,the_u.s._department_of_health_and_human_services,ORG,2
1455574,the_united_states_centers,GPE,1
1455588,community_2_emergency_services,ORG,1
1455588,community_emergency_services,ORG,3
1455588,ems,ORG,2
1455588,hb2784_-_10_-_lrb102_14976,ORG,1
1455588,hb2784_-_9_-_lrb102_14976,ORG,1
1455588,ilcs_750/4,ORG,1
1455588,non_-_violent_7,ORG,1
1455588,non_-_violent_misdemeanor_coordination_plan,ORG,1
1455588,responder,ORG,1
1455588,response_equity_committee,ORG,1
1455588,the_12_community_emergency_services,ORG,1
1455588,the_3_division_of_mental_health,ORG,1
1455588,the_5_community_emergency_services,ORG,1
1455588,the_7_division_of_mental_health,ORG,1
1455588,the_children_'s,ORG,1
1455588,the_community_emergency_services,ORG,6
1455588,the_department_of_human_9_services_division_of_mental_health,ORG,1
1455588,the_division_of_mental_3_health,ORG,1
1455588,the_emergency_medical_services,ORG,2
1455588,the_emergency_telephone_system_act,ORG,1
1455588,the_ems_medical_directors_committee,ORG,2
1455588,the_ems_region,ORG,2
1455588,the_illinois_department_of_human_services_3_division_of_mental_health,ORG,1
1455588,the_stephon_7,ORG,1
1455614,cook,GPE,1
1455614,dupage,GPE,1
1455614,kane,GPE,1
1455614,lake,GPE,1
1455614,lrb102_14910_lns_20265,ORG,1
1455614,mchenry,GPE,1
1455614,the_12_department_of_children_and_family_services,ORG,1
1455614,the_21_abandoned_newborn_infant_protection_act,ORG,1
1455614,the_illinois_domestic_violence_act,ORG,1
1455614,the_illinois_marriage_and_dissolution_of_5_marriage_act,ORG,1
1455674,amends_the_property_tax_code,ORG,1
1455674,dupage,GPE,4
1455674,dupage_county,GPE,3
1455674,the_general_state_aid_formula,ORG,1
1455694,128_disposal_system_program,ORG,1
1455694,132_disposal_system_program,ORG,1
1455694,an_injury_severity_score,ORG,2
1455694,drug_deactivation,ORG,2
1455694,drug_deactivation_and_disposal_system,ORG,2
1455694,f.s.,GPE,4
1455694,florida,GPE,6
1455694,nonacute,ORG,1
1455694,s._381.888,ORG,2
1455694,s._397.321(4,ORG,1
1455694,statewide_drug_policy_advisory_council,ORG,1
1455694,the_256_united_states_food_and_drug_administration,ORG,1
1455694,the_board_of_pharmacy,ORG,2
1455694,the_department_of_171_children_and_families,ORG,1
1455694,the_department_of_children,ORG,1
1455694,the_department_of_corrections,ORG,1
1455694,the_department_of_health,ORG,3
1455694,the_emergency_155_medical_service_tracking_and_reporting_system,ORG,1
1455694,the_florida_fusion_center,ORG,1
1455694,the_legislature_of_the_state_of_florida,ORG,1
1455694,the_statewide_drug_175_policy_advisory_council,ORG,1
1455694,the_united_states_food_and_drug_247_administration,ORG,1
1455694,the_washington_/_baltimore_high_intensity_drug,ORG,1
1455844,134th_general_assembly,ORG,1
1455844,blackshear,GPE,1
1455844,dedicated_purpose_fund,ORG,1
1455844,dedicated_purpose_fund_group,ORG,1
1455844,"ingram_,_smith_,_m._,_liston",ORG,1
1455844,leland,GPE,1
1455844,lepore_-_hagan,ORG,1
1455844,sobecki,GPE,1
1455844,the_134th_general_assembly,ORG,2
1455844,the_general_assembly_of_the_state_of_ohio,ORG,1
1455844,the_general_revenue_fund,ORG,1
1455844,the_law_enforcement_assistance_fund_(_fund_5l50,ORG,1
1455844,the_united_states,GPE,1
1455922,6_department,ORG,1
1455922,amends_the_children_and_family_services_act,ORG,1
1455922,the_children_and_family_services_act,ORG,1
1455922,the_department_of_children_and_family_services,ORG,1
1455922,the_illinois_administrative_code,ORG,1
1455992,armstrong,ORG,1
1455992,ashland,GPE,1
1455992,ballweg,ORG,1
1455992,barron,GPE,1
1455992,bayfield,GPE,1
1455992,buffalo,GPE,1
1455992,chippewa,GPE,1
1455992,chippewa_county,GPE,3
1455992,committee_on_state_affairs,ORG,1
1455992,eau_claire_county,GPE,3
1455992,felzkowski,ORG,1
1455992,iron,GPE,1
1455992,jackson,GPE,1
1455992,la_crosse,GPE,1
1455992,lincoln,ORG,1
1455992,magnafici,ORG,1
1455992,marathon,ORG,1
1455992,monroe,GPE,1
1455992,oldenburg,GPE,1
1455992,oneida,GPE,1
1455992,pepin,GPE,1
1455992,petryk,ORG,1
1455992,pierce,ORG,1
1455992,polk,ORG,1
1455992,price,ORG,1
1455992,pronschinske,ORG,1
1455992,rozar,ORG,1
1455992,rusk,GPE,1
1455992,schraa,ORG,1
1455992,skowronski,ORG,1
1455992,st._croix,GPE,1
1455992,stafsholt,ORG,1
1455992,stroebel,ORG,1
1455992,summerfield,GPE,1
1455992,tauchen,ORG,1
1455992,the_building_commission,ORG,3
1455992,the_legislative_reference_bureau,ORG,1
1455992,the_winnebago_mental_health_institute,ORG,3
1455992,tranel,ORG,1
1455992,trempealeau,GPE,1
1455992,vandermeer,ORG,1
1455992,"vilas_,_washburn",GPE,1
1455992,wanggaard,ORG,1
1455992,wisconsin,GPE,1
1455992,wood_counties,ORG,1
1455992,zimmerman,ORG,1
1456012,audiology,ORG,1
1456012,illinois,GPE,6
1456012,individualized_14_family_service_plan,ORG,1
1456012,individualized_family_service,ORG,2
1456012,individuals_with_disabilities_education_act,ORG,3
1456012,medicaid,ORG,1
1456012,the_14_department_of_human_services_',ORG,1
1456012,the_2_state,ORG,1
1456012,the_department_of_healthcare_and_family_services,ORG,3
1456012,the_early_intervention_services_system_act,ORG,2
1456012,the_illinois_insurance,ORG,1
1456012,the_illinois_insurance_code,ORG,2
1456012,the_illinois_interagency_council,ORG,1
1456012,the_illinois_public_aid_code,ORG,2
1456012,the_individualized_family_service,ORG,1
1456012,the_united_states,GPE,2
1456054,amends_the_podiatric_medical_practice_act,ORG,1
1456054,hb3080_lrb102_13965_sps_19317,ORG,1
1456054,the_podiatric_medical_practice_act,ORG,1
1456103,claus,ORG,1
1456103,control_and_community_protection_act,ORG,2
1456103,department_of_2_corrections,ORG,1
1456103,department_of_corrections,ORG,1
1456103,global_positioning_system,ORG,1
1456103,illinois_department_of_corrections_5,ORG,1
1456103,methamphetamine_control_and_community_protection_act,ORG,1
1456103,methamphetamine_precursor_control_act,ORG,1
1456103,review_board,ORG,1
1456103,santa,GPE,1
1456103,santa_claus,GPE,1
1456103,sex_offender_management_board_act,ORG,2
1456103,the_11_department,ORG,1
1456103,the_12_department,ORG,1
1456103,the_12_department_of_corrections,ORG,1
1456103,the_5_department_of_human_services,ORG,1
1456103,the_6_department_of_corrections,ORG,1
1456103,the_board,ORG,1
1456103,the_cannabis_control_act,ORG,2
1456103,the_civil_no_contact_6_order_act,ORG,1
1456103,the_criminal_court,ORG,1
1456103,the_department_10_of_corrections,ORG,1
1456103,the_department_7_of_corrections,ORG,1
1456103,the_department_of_19_corrections,ORG,1
1456103,the_department_of_22_corrections,ORG,1
1456103,the_department_of_24_corrections,ORG,1
1456103,the_department_of_2_corrections,ORG,1
1456103,the_department_of_6_corrections,ORG,1
1456103,the_department_of_9_corrections,ORG,1
1456103,the_department_of_children_and_family_services,ORG,1
1456103,the_department_of_corrections,ORG,5
1456103,the_illinois_11,ORG,1
1456103,the_illinois_3_controlled_substances_act,ORG,1
1456103,the_illinois_department_of_2_corrections,ORG,1
1456103,the_illinois_domestic_3_violence_act,ORG,1
1456103,the_illinois_streetgang_terrorism_omnibus_prevention,ORG,1
1456103,the_prisoner_review_board,ORG,4
1456103,the_prisoner_review_board_6,ORG,1
1456103,the_sex_offender_6_registration_act,ORG,1
1456103,the_sex_offender_management_board_act,ORG,1
1456103,the_state_of_illinois,GPE,1
1456103,united_states,GPE,1
1456149,12_corrections,ORG,1
1456149,1_p.a.,ORG,1
1456149,4_county,GPE,1
1456149,charles_township,GPE,1
1456149,federal_10_aid_route_7,ORG,1
1456149,federal_aid_route_7,ORG,1
1456149,illinois,GPE,3
1456149,illinois_state_route_no_.,ORG,1
1456149,kane,ORG,1
1456149,kane_county,GPE,13
1456149,principal_meridian,ORG,1
1456149,st.,GPE,1
1456149,st._charles_2,ORG,1
1456149,st._charles_township,GPE,1
1456149,the_10_department_of_corrections,ORG,1
1456149,the_county_in,GPE,2
1456149,the_county_of,GPE,1
1456149,westerly,GPE,1
1456218,department_of_health_and_human_services,ORG,1
1456218,ilcs,ORG,1
1456218,medicaid,ORG,1
1456218,the_102nd_general_assembly,ORG,1
1456218,the_american_23_medical_association,ORG,1
1456218,the_centers_for_medicare,ORG,1
1456218,the_federal_15_register,ORG,1
1456218,the_federal_register,ORG,1
1456218,the_illinois_insurance_code,ORG,2
1456218,the_united_states,GPE,1
1456292,3_family_services,ORG,1
1456292,cares,ORG,4
1456292,crisis,ORG,1
1456292,division_of_mental_health_and_division,ORG,1
1456292,family_23_services,ORG,1
1456292,family_services,ORG,1
1456292,healthcare,ORG,2
1456292,illinois,GPE,7
1456292,l_)_placement,ORG,1
1456292,medicaid,ORG,5
1456292,referral_entry_services,ORG,1
1456292,rulemaking_authority,ORG,1
1456292,the_crisis_and_referral_entry_services,ORG,1
1456292,the_department_of_20_healthcare_and_family_services,ORG,1
1456292,the_department_of_3_healthcare_and_family_services,ORG,1
1456292,the_department_of_7_human_services_',ORG,1
1456292,the_department_of_healthcare,ORG,1
1456292,the_department_of_healthcare_and_family_services,ORG,6
1456292,the_department_of_human_10_services,ORG,1
1456292,the_department_of_human_services,ORG,3
1456292,the_department_of_public_18_health,ORG,1
1456292,the_department_of_public_health,ORG,4
1456292,"the_departments_of_public_health_,_human_services",ORG,1
1456292,the_grant_shall_mirror,ORG,1
1456292,the_illinois_law_enforcement_training_18_standards_board,ORG,1
1456292,the_illinois_state_police,ORG,1
1456292,the_mind_5_strong_act,ORG,1
1456328,a_-_emt,ORG,3
1456328,application_for_adjustment,ORG,1
1456328,bloomington,GPE,1
1456328,emt,ORG,10
1456328,health_and_safety_act,ORG,1
1456328,illinois_workers_'_compensation_commission,ORG,1
1456328,krohe_v._city,GPE,1
1456328,labor,ORG,1
1456328,the_13_commission,ORG,1
1456328,the_16_commission,ORG,1
1456328,the_9_commission,ORG,1
1456328,the_finding_and_decision_of_the_illinois_workers_',ORG,1
1456328,the_illinois_3_pension_code,ORG,1
1456328,the_illinois_workers_'_compensation_hb3081_-_4_-_lrb102_10584,ORG,1
1456328,the_occupational_safety_and_health,ORG,1
1456328,the_safety_inspection_and_education_act,ORG,1
1456328,the_state_of_illinois,ORG,1
1456354,c-5,ORG,1
1456354,firearm_owner_'s,ORG,5
1456354,firearm_services_fund,ORG,4
1456354,illinois,GPE,11
1456354,illinois_state_police,ORG,1
1456354,pca,ORG,4
1456354,permanent_change_of_assignment,ORG,4
1456354,permanent_change_of_station,ORG,1
1456354,the_24_department,ORG,1
1456354,the_firearm_owner_'s,ORG,1
1456354,the_illinois_state_police,ORG,2
1456354,the_mental_health_10_reporting_fund,ORG,1
1456354,the_mental_health_reporting_2_fund,ORG,1
1456354,the_mental_health_reporting_fund,ORG,4
1456354,the_state_crime_3_laboratory_fund,ORG,1
1456354,the_state_crime_laboratory_fund,ORG,4
1456354,the_united_13_states,GPE,1
1456354,the_united_states_22_military,GPE,1
1456354,the_united_states_military,GPE,2
1456401,firearm_services_20_fund,ORG,1
1456401,firearm_services_fund,ORG,3
1456401,the_mental_health_reporting_21_fund,ORG,1
1456401,the_mental_health_reporting_fund,ORG,3
1456401,the_state_crime_22_laboratory_fund,ORG,1
1456401,the_state_crime_laboratory,ORG,1
1456401,the_state_crime_laboratory_5_fund,ORG,1
1456401,the_state_crime_laboratory_fund,ORG,1
1456502,first_aid,ORG,1
1456502,georgia,GPE,3
1456502,house,ORG,1
1456502,the_general_assembly_of,ORG,1
1456504,amends_the_illinois_police_training_act,ORG,1
1456504,mental_health_coordinator,ORG,1
1456504,statewide_ptsd_mental_health_coordinator,ORG,1
1456504,the_board,ORG,1
1456504,the_board_on_the_development_and_implementation_of_programs,ORG,1
1456504,the_illinois_9_law_enforcement_training_standards_board,ORG,1
1456504,the_illinois_law_enforcement_training_standards_board,ORG,1
1456504,the_illinois_police_training_act,ORG,1
1456504,the_statewide_ptsd_mental_health,ORG,1
1456504,the_statewide_ptsd_mental_health_coordinator,ORG,7
1456543,ada,ORG,1
1456543,comp,ORG,5
1456543,georgia,GPE,6
1456543,office_of_planning_and_budget,ORG,1
1456543,olmstead_supreme_court,ORG,1
1456543,the_department_of_behavioral_health_and,ORG,4
1456543,the_general_assembly_of,ORG,1
1456543,the_home_and_community_-_based_services,ORG,1
1456543,the_new_options_waiver,ORG,2
1456543,the_residential_information_system_project,ORG,1
1456543,the_u.s._supreme_court_'s,ORG,1
1456609,georgia,GPE,3
1456609,house,ORG,1
1456609,"the_""_youth_mental_health_protection_act",ORG,1
1456609,the_general_assembly_of,ORG,1
1456613,georgia,GPE,3
1456613,house,ORG,1
1456613,the_general_assembly_of,ORG,1
1456613,the_georgia_public_safety_training_center,ORG,4
1456669,amends_the_courses_of_study_article_of_the_school_code,ORG,1
1456669,the_state_board_of_education,ORG,2
1456709,digest_ab_1011,ORG,1
1456709,fda,ORG,18
1456709,knox_-_keene_health_care_service,ORG,1
1456709,medi_-_cal,ORG,1
1456709,medicare,ORG,1
1456709,the_american_society_of_addiction_medicine,ORG,2
1456709,the_department_of_insurance,ORG,1
1456709,the_department_of_managed_health_care,ORG,1
1456709,the_health_and_safety_code,ORG,2
1456709,the_health_care_service,ORG,2
1456709,the_health_care_service_plan,ORG,1
1456709,the_state_of_california,GPE,1
1456709,the_united_states_food_and_drug_administration,ORG,3
1456709,the_welfare_and_institutions_code,ORG,1
1456749,california,GPE,1
1456749,centers_for_medicare,ORG,2
1456749,cms,ORG,3
1456749,controller,ORG,1
1456749,diagnostic,ORG,6
1456749,digest_ab_1051,ORG,1
1456749,division_2,ORG,1
1456749,division_5,ORG,1
1456749,epsdt,ORG,6
1456749,knox_-_keene_health_care_service,ORG,1
1456749,medi_-_cal,ORG,14
1456749,medicaid,ORG,1
1456749,medicaid_services,ORG,2
1456749,non_-_medi_-_cal,ORG,1
1456749,sections_17600,ORG,1
1456749,strtp,ORG,1
1456749,the_behavioral_health_information_notice_no_.,ORG,1
1456749,the_behavioral_health_services_growth_special_account,ORG,1
1456749,the_behavioral_health_subaccount,ORG,3
1456749,the_california_alliance_of_child_and_family_services,ORG,2
1456749,the_california_behavioral_health_directors_association,ORG,2
1456749,the_california_health_and_human_services_agency,ORG,1
