bill_id,topic,gamma,topic_label,is_artifact
1415515,1,6.178793943369801e-5,Involuntary & Inpatient Treatment,FALSE
1416584,1,0.6855204441352638,Involuntary & Inpatient Treatment,FALSE
1416798,1,7.169454714639271e-4,Involuntary & Inpatient Treatment,FALSE
1418184,1,2.254260672404209e-4,Involuntary & Inpatient Treatment,FALSE
1418274,1,3.454714956496895e-4,Involuntary & Inpatient Treatment,FALSE
1418422,1,2.4623888214614446e-4,Involuntary & Inpatient Treatment,FALSE
1418636,1,4.326487674749637e-4,Involuntary & Inpatient Treatment,FALSE
1418925,1,5.164231486987349e-4,Involuntary & Inpatient Treatment,FALSE
1418931,1,1.3082283649658928e-4,Involuntary & Inpatient Treatment,FALSE
1419038,1,3.4547149564967736e-4,Involuntary & Inpatient Treatment,FALSE
1419063,1,3.7226051031716983e-4,Involuntary & Inpatient Treatment,FALSE
1419079,1,6.7714337367787e-5,Involuntary & Inpatient Treatment,FALSE
1419139,1,2.910204073930782e-4,Involuntary & Inpatient Treatment,FALSE
1419189,1,2.2756321098938115e-4,Involuntary & Inpatient Treatment,FALSE
1419392,1,4.405901813915788e-4,Involuntary & Inpatient Treatment,FALSE
1419460,1,2.2756321098939836e-4,Involuntary & Inpatient Treatment,FALSE
1419510,1,0.5430077198720666,Involuntary & Inpatient Treatment,FALSE
1419522,1,8.234999766687539e-5,Involuntary & Inpatient Treatment,FALSE
1419673,1,1.399776849837521e-4,Involuntary & Inpatient Treatment,FALSE
1420695,1,1.9829639110534145e-5,Involuntary & Inpatient Treatment,FALSE
1420817,1,4.6746474504981574e-5,Involuntary & Inpatient Treatment,FALSE
1420934,1,5.929679538701247e-4,Involuntary & Inpatient Treatment,FALSE
1420971,1,2.808067839589862e-4,Involuntary & Inpatient Treatment,FALSE
1421074,1,1.9282912793377533e-4,Involuntary & Inpatient Treatment,FALSE
1421389,1,0.03905105326516167,Involuntary & Inpatient Treatment,FALSE
1421690,1,4.0355338917357706e-4,Involuntary & Inpatient Treatment,FALSE
1422153,1,8.234999766688925e-5,Involuntary & Inpatient Treatment,FALSE
1422719,1,1.2535708382179788e-4,Involuntary & Inpatient Treatment,FALSE
1422803,1,7.390188698021618e-4,Involuntary & Inpatient Treatment,FALSE
1422838,1,9.469534671240947e-5,Involuntary & Inpatient Treatment,FALSE
1422906,1,1.514599485369991e-4,Involuntary & Inpatient Treatment,FALSE
1423103,1,3.557107116920205e-4,Involuntary & Inpatient Treatment,FALSE
1423166,1,3.098007476916051e-4,Involuntary & Inpatient Treatment,FALSE
1423197,1,2.5852340538751324e-5,Involuntary & Inpatient Treatment,FALSE
1423229,1,1.4773124628522283e-4,Involuntary & Inpatient Treatment,FALSE
1423295,1,2.652891792960021e-4,Involuntary & Inpatient Treatment,FALSE
1423302,1,1.3373843237760518e-4,Involuntary & Inpatient Treatment,FALSE
